"Date","Price","Open","High","Low","Vol.","Change %"
"08/27/2020","311.38","314.46","315.17","311.37","175.57M","-0.89%"
"08/26/2020","314.19","313.61","315.08","309.74","193.54M","0.19%"
"08/25/2020","313.59","312.45","314.14","310.57","197.82M","1.38%"
"08/24/2020","309.33","306.86","310.27","303.39","142.21M","1.04%"
"08/21/2020","306.16","306.17","309.88","303.15","166.30M","1.52%"
"08/20/2020","301.59","310.45","312.77","301.15","249.74M","-3.81%"
"08/19/2020","313.54","315.96","316.82","313.18","159.93M","0.22%"
"08/18/2020","312.84","319.57","321.69","311.20","247.52M","-2.00%"
"08/14/2020","319.24","321.59","322.66","316.28","260.40M","-1.26%"
"08/13/2020","323.33","325.84","326.22","319.66","285.74M","0.20%"
"08/12/2020","322.68","320.31","322.68","317.30","293.14M","0.52%"
"08/11/2020","321.02","317.63","322.64","317.56","297.60M","1.34%"
"08/10/2020","316.77","312.75","317.84","312.08","261.18M","1.34%"
"08/07/2020","312.57","311.99","314.11","310.00","299.12M","0.40%"
"08/06/2020","311.32","307.88","312.84","307.88","254.20M","1.53%"
"08/05/2020","306.64","303.94","306.67","302.91","210.81M","1.19%"
"08/04/2020","303.04","302.50","304.27","301.48","219.87M","1.20%"
"08/03/2020","299.46","299.57","300.33","297.57","179.73M","0.05%"
"07/31/2020","299.32","303.69","304.16","298.89","201.96M","-0.84%"
"07/30/2020","301.85","303.13","304.13","301.49","191.76M","0.20%"
"07/29/2020","301.25","300.57","303.51","299.61","264.44M","0.37%"
"07/28/2020","300.13","296.53","301.34","296.38","301.28M","2.26%"
"07/27/2020","293.51","291.03","295.26","290.82","193.24M","0.98%"
"07/24/2020","290.66","289.84","292.74","289.42","216.21M","-0.58%"
"07/23/2020","292.37","293.62","293.62","290.49","250.98M","-0.57%"
"07/22/2020","294.04","294.71","296.14","293.39","327.32M","-0.38%"
"07/21/2020","295.16","294.03","296.11","293.20","366.99M","1.50%"
"07/20/2020","290.81","292.76","292.76","289.01","161.82M","-0.26%"
"07/17/2020","291.57","289.90","292.10","289.90","118.64M","0.80%"
"07/16/2020","289.25","292.34","292.74","288.46","129.45M","-1.03%"
"07/15/2020","292.27","292.94","294.42","290.89","168.35M","0.91%"
"07/14/2020","289.63","288.42","289.63","286.89","126.30M","-0.07%"
"07/13/2020","289.84","287.92","290.49","286.86","127.05M","1.68%"
"07/10/2020","285.06","287.87","288.09","283.51","136.77M","-0.76%"
"07/09/2020","287.25","287.80","289.41","287.08","140.61M","0.45%"
"07/08/2020","285.97","287.20","288.41","285.18","119.45M","-0.28%"
"07/07/2020","286.77","292.74","292.98","286.76","156.13M","-1.32%"
"07/06/2020","290.62","286.84","291.14","286.31","128.12M","1.65%"
"07/03/2020","285.89","285.59","286.09","283.36","100.22M","0.72%"
"07/02/2020","283.86","281.30","283.89","280.71","111.37M","1.28%"
"07/01/2020","280.26","283.10","283.84","279.44","133.80M","0.06%"
"06/30/2020","280.09","282.55","283.98","280.09","179.50M","0.74%"
"06/29/2020","278.04","279.36","281.77","277.06","137.76M","-1.88%"
"06/26/2020","283.38","283.36","284.58","280.65","169.01M","1.30%"
"06/25/2020","279.73","282.38","284.36","279.73","152.98M","-2.43%"
"06/24/2020","286.70","283.71","288.30","283.30","200.57M","1.69%"
"06/23/2020","281.94","284.64","286.04","279.26","163.68M","0.18%"
"06/22/2020","281.42","281.01","283.71","280.34","139.84M","-0.69%"
"06/19/2020","283.37","284.56","284.70","278.53","189.13M","0.52%"
"06/18/2020","281.91","281.74","283.39","280.02","181.59M","-0.39%"
"06/17/2020","283.02","282.08","284.90","278.33","337.22M","0.15%"
"06/16/2020","282.59","275.89","282.59","274.00","247.89M","5.46%"
"06/15/2020","267.95","278.61","280.87","267.95","262.44M","-4.91%"
"06/12/2020","281.78","276.97","282.54","276.05","232.83M","-2.37%"
"06/11/2020","288.62","289.98","292.08","284.29","275.90M","-1.12%"
"06/10/2020","291.90","291.03","292.92","289.60","229.07M","0.20%"
"06/09/2020","291.32","293.96","294.87","287.83","268.57M","0.19%"
"06/08/2020","290.77","295.41","295.68","289.71","286.66M","0.05%"
"06/05/2020","290.62","286.30","291.50","284.50","282.06M","1.46%"
"06/04/2020","286.45","291.17","292.90","284.93","364.58M","0.19%"
"06/03/2020","285.91","279.14","287.49","278.98","476.50M","3.56%"
"06/02/2020","276.08","272.65","276.47","272.22","251.03M","1.06%"
"06/01/2020","273.19","269.29","273.39","268.93","171.51M","1.81%"
"05/29/2020","268.32","266.62","269.61","265.23","269.47M","0.01%"
"05/28/2020","268.29","270.17","271.44","264.85","248.93M","0.24%"
"05/27/2020","267.64","266.71","269.17","265.86","247.18M","0.12%"
"05/26/2020","267.31","263.48","267.31","262.95","175.42M","1.73%"
"05/25/2020","262.76","260.95","262.82","259.16","125.43M","1.21%"
"05/22/2020","259.62","263.82","264.07","258.34","166.03M","-1.56%"
"05/21/2020","263.74","264.52","264.85","263.07","159.48M","0.39%"
"05/20/2020","262.72","260.48","263.25","260.48","140.30M","0.36%"
"05/19/2020","261.79","261.12","262.34","259.96","253.33M","2.49%"
"05/18/2020","255.44","254.55","256.31","252.95","223.00M","0.65%"
"05/15/2020","253.79","255.34","255.49","252.02","228.90M","0.06%"
"05/14/2020","253.65","253.26","254.39","252.09","167.64M","-0.86%"
"05/13/2020","255.85","250.03","255.85","249.95","141.25M","0.98%"
"05/12/2020","253.37","255.33","255.56","250.98","166.80M","-0.62%"
"05/11/2020","254.95","257.67","258.87","254.59","144.30M","-0.65%"
"05/08/2020","256.62","256.66","258.29","256.23","125.22M","0.85%"
"05/07/2020","254.46","253.88","256.14","253.37","114.36M","-0.21%"
"05/06/2020","255.00","253.76","255.01","251.26","133.28M","1.76%"
"05/04/2020","250.60","252.44","253.70","250.34","174.04M","-2.92%"
"04/29/2020","258.15","256.58","259.67","256.04","184.48M","0.69%"
"04/28/2020","256.39","255.91","257.34","253.22","172.42M","0.61%"
"04/27/2020","254.84","251.18","255.79","250.61","151.36M","1.82%"
"04/24/2020","250.28","252.47","252.86","249.19","154.31M","-1.36%"
"04/23/2020","253.74","253.42","255.22","251.58","163.81M","0.74%"
"04/22/2020","251.88","246.16","252.18","244.56","184.50M","0.99%"
"04/21/2020","249.40","250.26","251.88","245.11","257.16M","-1.09%"
"04/20/2020","252.14","253.85","255.93","251.46","211.00M","-1.13%"
"04/17/2020","255.02","252.52","257.37","252.38","287.36M","3.21%"
"04/16/2020","247.10","244.99","247.87","243.61","197.54M","-0.14%"
"04/14/2020","247.45","246.20","248.55","244.58","193.12M","1.66%"
"04/13/2020","243.40","246.59","246.90","243.39","195.90M","-1.85%"
"04/10/2020","248.00","245.14","248.21","244.02","286.11M","0.97%"
"04/09/2020","245.61","246.13","246.46","243.11","175.94M","1.54%"
"04/08/2020","241.89","243.71","246.99","241.77","173.12M","-1.22%"
"04/07/2020","244.87","245.65","247.39","240.68","224.45M","1.69%"
"04/06/2020","240.81","234.40","241.19","233.75","190.74M","3.93%"
"04/03/2020","231.70","232.48","234.45","229.23","181.04M","-0.06%"
"04/02/2020","231.84","227.47","232.22","223.60","181.79M","2.43%"
"04/01/2020","226.35","234.23","237.52","226.34","228.58M","-4.42%"
"03/31/2020","236.82","235.20","237.47","232.50","240.44M","1.88%"
"03/30/2020","232.45","227.05","234.70","225.09","167.23M","-0.57%"
"03/27/2020","233.79","239.11","239.48","227.01","249.10M","1.94%"
"03/26/2020","229.34","231.91","236.61","229.22","290.84M","-1.52%"
"03/25/2020","232.89","228.37","233.42","224.74","306.11M","5.70%"
"03/24/2020","220.34","207.65","220.34","205.41","225.73M","9.15%"
"03/23/2020","201.87","200.80","206.66","198.67","210.30M","-5.52%"
"03/20/2020","213.67","204.84","214.08","200.54","269.35M","7.22%"
"03/19/2020","199.28","220.72","220.85","196.27","303.56M","-7.67%"
"03/18/2020","215.83","228.63","230.04","215.81","208.04M","-4.87%"
"03/17/2020","226.89","222.94","234.56","222.46","216.73M","-2.61%"
"03/16/2020","232.97","245.21","245.21","232.76","175.05M","-3.19%"
"03/13/2020","240.65","231.71","246.19","227.36","298.90M","-2.81%"
"03/12/2020","247.62","253.93","255.49","243.76","242.47M","-3.65%"
"03/11/2020","257.01","264.63","265.04","255.69","194.21M","-2.89%"
"03/10/2020","264.67","261.94","265.57","260.75","173.09M","0.59%"
"03/09/2020","263.11","266.39","267.75","261.76","182.67M","-4.36%"
"03/06/2020","275.10","276.74","278.31","274.00","140.90M","-2.23%"
"03/05/2020","281.38","280.66","282.05","277.91","147.44M","1.17%"
"03/04/2020","278.13","270.13","278.90","270.13","208.46M","2.42%"
"03/03/2020","271.56","277.44","277.54","270.79","146.72M","0.44%"
"03/02/2020","270.37","269.59","272.60","265.70","163.72M","0.88%"
"02/28/2020","268.02","272.33","273.98","267.23","202.61M","-3.27%"
"02/27/2020","277.09","279.46","281.09","276.07","110.50M","-1.02%"
"02/26/2020","279.94","278.45","281.98","277.68","119.55M","-1.51%"
"02/25/2020","284.24","280.48","284.63","279.77","117.03M","1.15%"
"02/24/2020","281.02","285.51","286.62","281.02","132.82M","-3.90%"
"02/21/2020","292.42","292.16","295.24","291.96","100.71M","-1.43%"
"02/20/2020","296.65","300.34","301.35","295.01","90.01M","-0.56%"
"02/19/2020","298.33","299.68","300.38","295.53","84.26M","0.20%"
"02/18/2020","297.74","300.26","301.29","297.20","84.75M","-1.66%"
"02/17/2020","302.76","302.84","304.05","300.99","84.28M","-0.08%"
"02/14/2020","303.01","300.95","304.20","299.18","80.53M","0.69%"
"02/13/2020","300.93","302.79","304.43","300.48","115.07M","-0.20%"
"02/12/2020","301.54","299.83","302.20","298.09","110.63M","0.76%"
"02/11/2020","299.28","297.91","301.10","297.48","78.35M","1.03%"
"02/10/2020","296.24","294.07","296.73","293.33","72.22M","-0.66%"
"02/07/2020","298.21","299.59","300.05","296.01","108.11M","-0.81%"
"02/06/2020","300.65","294.74","300.98","294.32","110.22M","2.96%"
"02/05/2020","292.02","293.57","294.26","290.30","102.64M","0.46%"
"02/04/2020","290.68","285.19","291.38","285.11","105.45M","1.98%"
"02/03/2020","285.05","280.17","286.24","279.78","111.06M","0.18%"
"01/31/2020","284.53","290.24","291.47","284.53","101.46M","-1.33%"
"01/30/2020","288.37","293.27","294.11","287.09","101.54M","-1.91%"
"01/29/2020","293.98","294.38","295.67","292.45","85.73M","0.41%"
"01/28/2020","292.77","294.98","296.30","291.30","130.17M","-3.16%"
"01/23/2020","302.33","303.77","304.72","301.71","86.91M","-1.23%"
"01/22/2020","306.08","301.79","306.52","301.16","79.33M","1.31%"
"01/21/2020","302.11","304.94","306.09","301.85","67.63M","-1.14%"
"01/20/2020","305.58","304.99","307.54","304.77","78.04M","0.75%"
"01/17/2020","303.30","305.07","306.05","302.51","81.54M","0.17%"
"01/16/2020","302.78","299.93","302.91","298.95","85.71M","1.01%"
"01/15/2020","299.74","299.91","301.13","298.82","71.77M","-0.59%"
"01/14/2020","301.53","302.20","303.61","300.69","92.12M","0.47%"
"01/13/2020","300.13","296.62","300.31","296.53","81.68M","1.03%"
"01/10/2020","297.06","294.80","297.17","294.17","94.16M","0.90%"
"01/09/2020","294.41","293.83","294.41","292.10","111.79M","1.72%"
"01/08/2020","289.42","288.94","291.01","287.30","124.53M","-0.62%"
"01/07/2020","291.23","290.01","292.26","289.64","65.35M","0.97%"
"01/06/2020","288.43","287.73","289.41","287.49","69.96M","-0.79%"
"01/03/2020","290.74","293.10","294.88","289.04","79.77M","0.13%"
"01/02/2020","290.35","294.19","294.57","289.96","66.16M","-1.16%"
"12/30/2019","293.77","294.60","295.49","293.40","54.97M","-0.48%"
"12/27/2019","295.20","292.37","296.95","291.28","77.51M","0.39%"
"12/26/2019","294.06","293.12","294.07","291.79","68.48M","0.40%"
"12/24/2019","292.90","295.18","295.25","292.47","60.61M","-0.67%"
"12/23/2019","294.87","295.84","296.12","293.81","62.09M","-0.15%"
"12/20/2019","295.31","295.58","295.86","293.95","75.97M","0.34%"
"12/19/2019","294.31","295.06","295.84","292.82","70.19M","0.03%"
"12/18/2019","294.22","294.31","295.85","293.05","76.91M","-0.06%"
"12/17/2019","294.40","291.76","294.50","290.52","94.37M","1.60%"
"12/16/2019","289.76","289.54","290.80","289.36","73.74M","-0.12%"
"12/13/2019","290.11","289.34","290.11","288.32","99.62M","1.75%"
"12/12/2019","285.11","282.62","285.43","282.62","133.65M","1.72%"
"12/11/2019","280.28","279.19","281.03","278.45","66.85M","0.35%"
"12/10/2019","279.31","276.80","279.75","276.62","56.67M","0.46%"
"12/09/2019","278.03","278.31","278.75","277.02","70.52M","0.53%"
"12/06/2019","276.56","275.19","277.00","274.75","70.11M","1.19%"
"12/05/2019","273.30","275.65","276.63","272.53","66.51M","-0.31%"
"12/04/2019","274.15","274.36","274.68","272.53","81.92M","-0.74%"
"12/03/2019","276.19","274.93","276.63","273.88","67.28M","-0.45%"
"12/02/2019","277.44","278.27","279.44","276.97","66.61M","0.24%"
"11/29/2019","276.78","282.08","282.10","276.34","74.60M","-1.58%"
"11/28/2019","281.23","281.23","282.80","281.05","61.62M","-0.57%"
"11/27/2019","282.85","283.56","284.02","281.27","60.90M","0.36%"
"11/26/2019","281.83","283.09","284.87","281.77","119.52M","-0.13%"
"11/25/2019","282.19","281.77","283.53","281.48","64.51M","0.99%"
"11/22/2019","279.43","278.57","279.89","278.14","74.35M","0.41%"
"11/21/2019","278.28","281.89","282.33","276.98","81.75M","-1.39%"
"11/20/2019","282.21","284.27","285.29","282.00","73.55M","-1.40%"
"11/19/2019","286.23","285.74","286.34","283.73","68.17M","-0.33%"
"11/18/2019","287.18","287.10","287.78","285.94","56.11M","-0.04%"
"11/15/2019","287.29","283.85","287.72","283.30","71.65M","1.18%"
"11/14/2019","283.93","281.90","283.93","281.10","79.76M","0.94%"
"11/13/2019","281.28","282.28","282.49","280.62","60.13M","-0.84%"
"11/12/2019","283.65","281.90","283.65","280.79","65.57M","1.00%"
"11/11/2019","280.85","283.30","283.30","280.40","61.56M","-0.81%"
"11/08/2019","283.13","285.81","286.12","282.57","73.68M","-0.44%"
"11/07/2019","284.37","284.04","284.82","283.05","70.72M","-0.05%"
"11/06/2019","284.52","284.31","286.43","283.70","77.95M","0.05%"
"11/05/2019","284.38","282.99","284.46","282.27","76.36M","0.65%"
"11/04/2019","282.54","279.90","282.77","279.90","77.00M","1.48%"
"11/01/2019","278.43","276.17","278.55","275.59","58.54M","0.95%"
"10/31/2019","275.82","276.84","279.04","275.82","78.34M","0.11%"
"10/30/2019","275.51","277.49","277.49","274.95","72.53M","-0.73%"
"10/29/2019","277.55","279.25","279.49","276.81","57.15M","-0.08%"
"10/28/2019","277.78","278.16","279.42","277.29","59.07M","0.26%"
"10/25/2019","277.07","277.60","277.67","275.70","58.28M","0.13%"
"10/24/2019","276.70","277.70","277.84","274.31","73.68M","0.17%"
"10/23/2019","276.23","276.83","277.29","275.34","65.29M","-0.43%"
"10/22/2019","277.41","275.40","278.19","274.93","63.88M","1.32%"
"10/21/2019","273.79","273.87","274.10","272.67","45.39M","0.36%"
"10/18/2019","272.81","275.99","277.06","272.28","71.47M","-1.00%"
"10/17/2019","275.57","275.92","276.68","274.62","53.87M","-0.27%"
"10/16/2019","276.32","276.26","277.59","275.24","65.38M","0.72%"
"10/15/2019","274.34","273.85","275.09","273.83","53.05M","0.04%"
"10/14/2019","274.23","274.71","275.75","273.97","71.05M","1.08%"
"10/11/2019","271.30","271.68","272.68","270.58","59.64M","0.93%"
"10/10/2019","268.80","268.79","270.78","266.23","98.18M","-0.94%"
"10/08/2019","271.36","268.90","271.51","267.97","75.08M","1.38%"
"10/07/2019","267.67","269.12","269.75","266.83","53.57M","0.10%"
"10/04/2019","267.39","268.14","270.16","267.39","62.88M","-0.43%"
"10/02/2019","268.55","272.39","272.42","268.55","66.21M","-2.14%"
"10/01/2019","274.42","273.43","275.38","272.81","52.63M","0.32%"
"09/30/2019","273.55","270.61","273.85","270.06","54.69M","0.82%"
"09/27/2019","271.33","273.32","273.40","270.52","57.74M","-1.30%"
"09/26/2019","274.89","275.61","276.38","273.50","89.59M","0.17%"
"09/25/2019","274.42","276.67","277.04","274.12","70.84M","-1.28%"
"09/24/2019","277.97","276.41","278.17","275.55","68.27M","0.48%"
"09/23/2019","276.65","275.86","277.11","275.64","60.19M","0.08%"
"09/20/2019","276.44","275.01","276.67","274.46","74.03M","0.55%"
"09/19/2019","274.92","273.11","276.15","273.03","70.50M","0.68%"
"09/18/2019","273.06","271.88","273.72","271.04","67.60M","0.51%"
"09/17/2019","271.68","271.46","272.26","270.90","73.74M","-0.12%"
"09/16/2019","272.02","271.48","272.03","269.59","103.34M","0.44%"
"09/11/2019","270.84","270.35","271.35","269.58","103.90M","0.77%"
"09/10/2019","268.76","267.96","269.13","267.35","66.34M","0.51%"
"09/09/2019","267.40","266.11","268.67","265.92","62.21M","0.70%"
"09/06/2019","265.53","266.20","266.36","264.74","59.20M","0.41%"
"09/05/2019","264.44","262.53","266.00","262.27","88.99M","1.05%"
"09/04/2019","261.69","257.89","261.69","257.76","69.29M","1.33%"
"09/03/2019","258.25","258.55","259.67","257.40","64.32M","-0.32%"
"09/02/2019","259.08","258.25","259.74","257.80","54.89M","0.03%"
"08/30/2019","259.00","256.85","259.61","256.72","94.16M","1.84%"
"08/29/2019","254.31","255.68","256.28","253.60","64.85M","-0.48%"
"08/28/2019","255.53","254.20","255.98","253.65","58.34M","0.80%"
"08/27/2019","253.50","253.74","254.96","252.53","93.38M","0.52%"
"08/26/2019","252.19","251.80","253.14","250.99","62.61M","-1.53%"
"08/23/2019","256.11","255.11","256.88","254.91","54.78M","-0.07%"
"08/22/2019","256.28","258.53","258.73","256.25","67.25M","-0.81%"
"08/21/2019","258.38","257.15","259.49","257.11","65.48M","0.13%"
"08/20/2019","258.05","255.53","258.62","254.74","81.69M","1.15%"
"08/19/2019","255.11","255.20","255.84","254.25","66.02M","0.48%"
"08/16/2019","253.90","252.76","253.94","251.46","71.83M","-0.38%"
"08/14/2019","254.86","255.84","256.82","254.59","82.24M","0.80%"
"08/13/2019","252.83","253.50","254.58","252.63","76.82M","-0.99%"
"08/12/2019","255.35","255.57","256.43","254.43","69.38M","0.20%"
"08/09/2019","254.85","255.13","256.15","254.41","117.69M","0.97%"
"08/08/2019","252.40","254.11","255.33","252.37","163.71M","0.16%"
"08/07/2019","252.00","254.46","254.90","251.08","90.74M","-0.56%"
"08/06/2019","253.41","250.85","257.04","250.24","123.17M","-1.47%"
"08/05/2019","257.19","261.10","261.40","256.76","131.04M","-2.21%"
"08/02/2019","262.99","262.61","263.94","261.75","99.66M","-1.03%"
"08/01/2019","265.73","264.97","267.44","264.47","72.58M","-0.23%"
"07/31/2019","266.34","268.46","269.14","265.00","96.24M","-0.97%"
"07/30/2019","268.95","268.69","269.79","268.33","64.53M","0.45%"
"07/29/2019","267.75","271.21","271.91","267.07","78.75M","-1.65%"
"07/26/2019","272.25","271.41","272.56","270.57","89.84M","-0.29%"
"07/25/2019","273.04","274.08","274.62","271.25","95.65M","-0.07%"
"07/24/2019","273.22","275.12","276.48","272.91","84.29M","-0.98%"
"07/23/2019","275.92","274.93","276.56","274.84","95.08M","0.50%"
"07/22/2019","274.55","273.90","275.35","273.57","60.91M","0.00%"
"07/19/2019","274.55","272.71","274.95","272.21","87.94M","1.43%"
"07/18/2019","270.67","271.05","271.63","269.73","80.14M","-0.30%"
"07/17/2019","271.48","272.13","272.28","270.29","117.95M","-0.94%"
"07/16/2019","274.05","272.79","274.54","272.14","137.05M","0.52%"
"07/15/2019","272.64","272.06","273.38","270.99","83.61M","-0.01%"
"07/12/2019","272.68","272.21","273.23","271.28","55.66M","0.33%"
"07/11/2019","271.78","270.58","272.97","270.46","107.37M","1.13%"
"07/10/2019","268.75","269.29","270.33","268.60","67.51M","0.38%"
"07/09/2019","267.72","269.60","270.22","267.72","71.88M","-0.31%"
"07/08/2019","268.55","271.38","271.67","268.38","75.10M","-2.11%"
"07/05/2019","274.35","274.74","275.23","272.41","60.02M","-0.07%"
"07/04/2019","274.54","273.18","274.61","271.93","77.52M","0.80%"
"07/03/2019","272.37","275.57","276.69","271.90","97.52M","-1.30%"
"07/02/2019","275.97","276.06","277.46","274.63","65.54M","-0.47%"
"07/01/2019","277.27","279.59","279.68","276.85","74.36M","-0.08%"
"06/28/2019","277.50","278.03","278.56","276.58","67.60M","-0.09%"
"06/27/2019","277.75","275.47","278.63","275.09","66.30M","0.81%"
"06/26/2019","275.53","275.21","276.36","274.66","58.82M","0.09%"
"06/25/2019","275.28","275.33","277.02","274.19","60.51M","-0.11%"
"06/24/2019","275.58","275.91","276.73","275.13","55.54M","0.04%"
"06/21/2019","275.48","276.17","276.26","274.60","77.28M","-0.19%"
"06/20/2019","276.01","274.63","276.09","274.43","55.34M","0.25%"
"06/19/2019","275.31","274.40","275.60","274.08","69.73M","1.46%"
"06/18/2019","271.36","269.77","271.87","269.77","65.72M","0.47%"
"06/17/2019","270.09","269.83","271.59","269.14","57.06M","-0.14%"
"06/14/2019","270.48","270.19","271.55","268.96","66.71M","-0.24%"
"06/13/2019","271.13","271.96","272.46","268.38","95.80M","-0.59%"
"06/12/2019","272.74","273.14","274.32","272.00","66.92M","-0.17%"
"06/11/2019","273.21","271.48","273.69","271.24","61.24M","0.41%"
"06/10/2019","272.10","270.32","272.20","268.68","60.89M","1.43%"
"06/07/2019","268.27","267.97","269.63","266.27","67.97M","0.10%"
"06/05/2019","267.99","270.10","270.46","267.46","67.51M","0.12%"
"06/04/2019","267.66","267.84","268.47","266.72","70.29M","-0.19%"
"06/03/2019","268.16","262.68","268.55","262.33","83.61M","1.62%"
"05/31/2019","263.89","262.48","265.21","261.53","77.79M","-0.02%"
"05/30/2019","263.93","261.58","264.23","261.58","70.34M","0.98%"
"05/29/2019","261.37","264.10","264.10","260.22","82.79M","-1.26%"
"05/28/2019","264.70","264.38","266.16","263.27","147.26M","0.11%"
"05/27/2019","264.40","264.18","265.85","263.17","53.14M","-0.01%"
"05/24/2019","264.42","264.70","266.11","263.10","67.23M","-0.74%"
"05/23/2019","266.38","266.40","267.12","264.50","71.66M","-0.10%"
"05/22/2019","266.65","267.01","267.60","263.95","61.66M","0.20%"
"05/21/2019","266.12","265.25","268.55","264.79","81.02M","0.44%"
"05/20/2019","264.96","265.90","267.65","264.33","64.23M","0.23%"
"05/17/2019","264.35","267.85","268.06","263.94","75.10M","-0.62%"
"05/16/2019","265.99","269.83","269.96","265.24","75.96M","-1.35%"
"05/15/2019","269.64","268.42","271.00","267.62","77.02M","0.40%"
"05/14/2019","268.57","266.03","270.42","265.55","82.19M","-0.06%"
"05/13/2019","268.72","269.80","271.54","268.55","66.87M","-1.23%"
"05/10/2019","272.06","273.37","274.32","269.71","89.44M","0.39%"
"05/09/2019","271.00","278.83","279.63","271.00","124.01M","-3.27%"
"05/08/2019","280.15","277.85","281.84","277.84","75.00M","-0.41%"
"05/07/2019","281.31","280.89","281.66","278.95","97.72M","-0.83%"
"05/03/2019","283.67","285.64","285.95","283.14","67.79M","-0.86%"
"05/02/2019","286.12","283.37","286.87","283.14","84.18M","0.42%"
"04/30/2019","284.92","286.25","286.59","282.61","77.99M","-0.65%"
"04/29/2019","286.79","282.00","286.79","281.81","66.98M","1.94%"
"04/26/2019","281.34","280.86","282.47","279.70","76.72M","-0.53%"
"04/25/2019","282.83","282.80","284.22","281.90","74.58M","-0.31%"
"04/24/2019","283.70","287.82","287.82","281.96","88.61M","-0.97%"
"04/23/2019","286.47","285.85","286.83","285.42","67.38M","0.21%"
"04/22/2019","285.87","286.06","287.59","284.52","55.19M","-0.01%"
"04/19/2019","285.89","287.18","287.48","285.72","63.87M","0.02%"
"04/18/2019","285.82","290.88","291.15","285.38","89.65M","-1.55%"
"04/17/2019","290.33","290.68","291.21","289.84","72.67M","-0.10%"
"04/16/2019","290.62","289.18","290.76","288.77","96.13M","0.43%"
"04/15/2019","289.38","289.54","290.74","289.12","80.43M","0.35%"
"04/12/2019","288.37","286.89","288.62","285.83","69.06M","0.33%"
"04/11/2019","287.42","288.33","288.71","286.38","84.68M","-0.17%"
"04/10/2019","287.92","285.44","288.01","285.10","75.08M","0.42%"
"04/09/2019","286.71","286.51","288.02","285.38","66.23M","0.12%"
"04/08/2019","286.38","287.78","287.83","285.09","64.57M","-0.10%"
"04/05/2019","286.68","286.03","287.53","285.93","64.89M","0.19%"
"04/04/2019","286.15","285.29","287.75","284.97","73.80M","0.18%"
"04/03/2019","285.65","281.88","285.65","281.22","91.59M","1.39%"
"04/02/2019","281.72","281.67","282.47","281.00","72.18M","0.50%"
"04/01/2019","280.32","278.41","280.93","278.41","76.67M","1.39%"
"03/29/2019","276.48","276.33","277.01","274.32","82.28M","0.51%"
"03/28/2019","275.08","275.02","276.20","273.90","66.92M","-0.79%"
"03/27/2019","277.28","277.01","278.16","274.87","67.77M","-0.12%"
"03/26/2019","277.60","278.43","278.49","276.91","65.75M","0.05%"
"03/25/2019","277.45","279.12","279.21","277.19","77.32M","-2.01%"
"03/22/2019","283.13","283.92","284.55","282.09","117.73M","0.27%"
"03/21/2019","282.38","281.14","284.39","280.63","97.09M","0.88%"
"03/20/2019","279.92","278.84","280.07","276.34","61.17M","0.04%"
"03/19/2019","279.82","280.30","280.40","278.63","55.39M","-0.04%"
"03/18/2019","279.93","280.27","280.77","278.92","60.90M","0.02%"
"03/15/2019","279.87","276.42","280.50","276.31","123.13M","1.17%"
"03/14/2019","276.64","276.79","277.40","274.78","95.82M","0.23%"
"03/13/2019","276.00","276.92","277.12","274.04","61.49M","-0.62%"
"03/12/2019","277.73","277.41","278.48","276.94","63.96M","0.97%"
"03/11/2019","275.06","275.50","276.28","273.88","64.83M","0.08%"
"03/08/2019","274.84","277.18","278.00","274.84","71.64M","-1.45%"
"03/07/2019","278.87","279.33","280.98","277.44","78.64M","-0.35%"
"03/06/2019","279.85","280.09","280.26","278.72","75.23M","-0.21%"
"03/05/2019","280.45","281.42","281.89","279.53","78.81M","-0.73%"
"03/04/2019","282.51","286.12","286.68","282.16","107.55M","-0.45%"
"02/28/2019","283.80","288.13","288.62","283.80","129.09M","-1.72%"
"02/27/2019","288.76","288.90","289.41","288.09","72.74M","0.30%"
"02/26/2019","287.89","288.52","289.20","287.06","81.33M","-0.38%"
"02/25/2019","289.00","290.19","290.32","287.84","73.42M","0.09%"
"02/22/2019","288.74","287.29","288.74","286.54","70.34M","0.11%"
"02/21/2019","288.41","287.43","289.28","286.05","88.24M","0.00%"
"02/20/2019","288.40","286.55","289.22","286.21","88.58M","1.22%"
"02/19/2019","284.91","285.36","286.12","283.16","62.75M","-0.35%"
"02/18/2019","285.90","285.60","287.02","284.64","73.48M","0.68%"
"02/15/2019","283.98","286.42","286.42","282.81","77.19M","-1.63%"
"02/14/2019","288.68","284.25","288.68","282.91","112.39M","1.30%"
"02/13/2019","284.97","285.09","285.59","284.13","93.29M","0.45%"
"02/12/2019","283.69","282.12","284.32","281.43","92.11M","0.56%"
"02/11/2019","282.10","281.75","282.19","280.02","79.97M","0.22%"
"02/08/2019","281.49","283.85","284.01","280.95","88.71M","-1.46%"
"02/07/2019","285.65","287.54","287.67","284.97","100.69M","-0.05%"
"02/01/2019","285.79","287.07","288.34","285.43","114.63M","-0.03%"
"01/31/2019","285.89","288.85","288.87","285.89","153.50M","-0.25%"
"01/30/2019","286.62","282.86","286.63","282.24","134.73M","1.28%"
"01/29/2019","283.00","281.12","283.00","279.65","130.94M","0.48%"
"01/28/2019","281.64","282.56","283.46","280.47","95.97M","-0.01%"
"01/25/2019","281.67","277.30","281.72","277.04","115.51M","1.83%"
"01/24/2019","276.61","274.10","276.64","273.74","132.86M","1.00%"
