"Date","Price","Open","High","Low","Vol.","Change %"
"04/05/2022","364.74","366.08","366.67","363.67","244.23M","-0.05%"
"04/04/2022","364.94","361.85","365.08","360.69","171.55M","0.48%"
"04/01/2022","363.19","363.97","364.10","361.54","446.85M","-0.66%"
"03/31/2022","365.61","364.10","367.01","363.94","388.61M","0.30%"
"03/30/2022","364.50","366.15","366.76","363.68","139.98K","0.20%"
"03/29/2022","363.77","364.18","365.56","362.27","132.70M","0.47%"
"03/28/2022","362.06","360.63","363.25","358.70","136.54M","0.00%"
"03/25/2022","362.06","364.76","364.92","361.34","119.07M","-0.36%"
"03/24/2022","363.38","361.83","363.50","360.40","149.35M","-0.40%"
"03/23/2022","364.84","364.06","366.40","362.89","137.43M","0.88%"
"03/22/2022","361.66","358.76","362.11","358.61","120.70M","0.81%"
"03/21/2022","358.77","363.81","363.86","358.41","117.14M","-0.98%"
"03/18/2022","362.33","361.16","362.78","359.60","155.32M","0.24%"
"03/17/2022","361.46","362.39","364.18","361.36","172.54M","1.51%"
"03/16/2022","356.09","354.88","356.29","351.97","125.09M","1.44%"
"03/15/2022","351.03","352.34","353.90","350.38","149.11M","-1.01%"
"03/14/2022","354.61","354.72","356.48","352.82","163.91M","-0.20%"
"03/11/2022","355.31","355.95","356.85","353.26","182.55M","-0.75%"
"03/10/2022","358.01","354.33","358.27","354.33","212.65M","2.47%"
"03/08/2022","349.38","348.12","352.82","346.85","185.90M","-1.03%"
"03/07/2022","353.03","356.59","356.59","351.91","193.16M","-2.39%"
"03/04/2022","361.69","365.35","365.54","360.19","237.19M","-1.46%"
"03/03/2022","367.06","364.37","367.40","363.99","167.18M","1.79%"
"03/02/2022","360.59","361.52","362.81","359.89","170.94M","-0.26%"
"02/28/2022","361.54","356.59","361.54","355.77","237.32M","0.86%"
"02/25/2022","358.44","358.79","360.85","357.02","154.97M","0.96%"
"02/24/2022","355.04","360.05","360.77","354.01","167.28M","-2.58%"
"02/23/2022","364.44","366.25","366.58","362.39","139.93M","0.26%"
"02/22/2022","363.51","362.93","364.81","360.74","162.88M","-1.30%"
"02/21/2022","368.29","362.83","368.75","361.14","109.54M","-0.07%"
"02/18/2022","368.55","365.57","369.32","364.69","137.05M","-0.27%"
"02/17/2022","369.55","368.11","373.03","365.48","209.73M","0.61%"
"02/16/2022","367.30","365.96","367.66","364.64","108.44M","1.91%"
"02/15/2022","360.43","364.44","364.79","358.75","140.83M","-0.70%"
"02/14/2022","362.98","364.36","365.97","360.46","146.97M","-1.53%"
"02/11/2022","368.61","367.54","371.35","366.90","161.47M","-0.80%"
"02/10/2022","371.57","371.84","372.86","369.30","180.49M","0.79%"
"02/09/2022","368.65","367.02","368.65","365.79","117.91M","1.42%"
"02/08/2022","363.48","365.91","367.32","360.78","133.11M","0.15%"
"02/07/2022","362.92","365.40","365.40","359.59","135.53M","-0.93%"
"02/04/2022","366.34","363.10","366.79","361.84","109.79M","1.31%"
"02/03/2022","361.60","364.07","366.13","361.60","125.48M","1.01%"
"01/28/2022","357.98","350.29","358.84","347.28","146.98M","2.70%"
"01/27/2022","348.58","360.83","363.11","348.55","158.32M","-3.39%"
"01/26/2022","360.83","363.72","365.31","360.47","109.34M","-0.43%"
"01/25/2022","362.39","370.30","370.73","359.85","142.18M","-2.40%"
"01/24/2022","371.30","374.64","375.45","369.63","112.64M","-1.27%"
"01/21/2022","376.08","376.74","377.69","373.35","134.24M","-1.13%"
"01/20/2022","380.39","377.97","380.45","376.49","114.10M","0.58%"
"01/19/2022","378.21","377.75","381.91","376.74","126.17M","-0.73%"
"01/18/2022","381.01","385.07","385.63","379.79","127.94M","-0.73%"
"01/17/2022","383.81","387.00","387.33","381.56","135.82M","-0.94%"
"01/14/2022","387.45","389.66","390.81","386.25","146.05M","-1.41%"
"01/13/2022","393.00","395.68","395.93","392.52","151.71M","-0.42%"
"01/12/2022","394.66","392.29","394.87","391.96","210.10M","1.46%"
"01/11/2022","388.97","388.32","390.43","386.26","133.43M","0.37%"
"01/10/2022","387.52","389.68","390.24","384.79","139.10M","-0.85%"
"01/07/2022","390.85","388.30","391.75","388.06","114.28M","1.20%"
"01/06/2022","386.22","386.59","390.51","385.30","152.39M","-1.07%"
"01/05/2022","390.39","394.91","395.20","387.56","175.49M","-1.27%"
"01/04/2022","395.40","396.01","396.71","393.35","117.16M","-0.03%"
"01/03/2022","395.51","397.16","399.44","394.26","97.58M","0.33%"
"12/30/2021","394.19","397.13","398.59","393.89","103.89M","-0.64%"
"12/29/2021","396.72","398.74","399.16","395.85","169.05M","-1.12%"
"12/28/2021","401.21","399.56","401.21","397.24","169.71M","0.65%"
"12/27/2021","398.61","400.61","401.07","398.31","103.64M","-0.48%"
"12/24/2021","400.53","399.72","402.46","399.66","102.50M","0.60%"
"12/23/2021","398.15","397.98","398.36","395.71","105.28M","0.53%"
"12/22/2021","396.07","396.82","398.06","394.77","100.31M","0.54%"
"12/21/2021","393.95","394.35","395.28","391.19","106.00M","0.66%"
"12/20/2021","391.37","396.42","396.61","390.92","97.27M","-1.90%"
"12/17/2021","398.96","394.46","399.02","394.26","134.70M","0.32%"
"12/16/2021","397.68","398.93","399.68","395.19","94.13M","0.51%"
"12/15/2021","395.66","393.99","395.76","392.85","88.94M","0.06%"
"12/14/2021","395.41","394.54","397.02","393.50","116.50M","-0.47%"
"12/13/2021","397.27","399.38","403.37","396.83","113.33M","-0.18%"
"12/10/2021","397.97","398.21","399.12","396.58","92.72M","-0.79%"
"12/09/2021","401.13","398.19","401.13","396.93","159.05M","0.97%"
"12/08/2021","397.27","399.89","402.34","396.32","140.13M","0.24%"
"12/07/2021","396.31","392.88","396.46","391.29","157.04M","0.88%"
"12/06/2021","392.85","389.95","394.40","387.58","124.90M","0.23%"
"12/03/2021","391.96","388.21","393.30","386.42","127.84M","0.60%"
"12/02/2021","389.64","379.76","389.64","379.59","150.99M","1.70%"
"12/01/2021","383.13","376.45","384.05","373.61","167.60M","2.65%"
"11/30/2021","373.24","385.01","386.34","370.86","258.52M","-2.20%"
"11/29/2021","381.63","381.25","384.97","379.27","178.59M","-0.89%"
"11/26/2021","385.07","390.61","392.81","384.19","145.77M","-1.75%"
"11/25/2021","391.93","395.67","395.73","391.69","117.21M","-0.88%"
"11/24/2021","395.40","397.88","399.38","393.27","128.29M","-0.26%"
"11/23/2021","396.44","399.43","399.52","395.58","124.51M","-0.66%"
"11/22/2021","399.07","393.16","399.88","392.75","144.70M","2.19%"
"11/19/2021","390.53","387.97","391.24","387.31","130.76M","0.80%"
"11/18/2021","387.44","388.86","390.00","386.31","130.47M","-0.51%"
"11/17/2021","389.44","394.88","395.25","388.70","146.33M","-1.17%"
"11/16/2021","394.07","393.94","396.49","392.62","134.39M","-0.07%"
"11/15/2021","394.36","393.36","395.56","392.16","174.94M","1.02%"
"11/12/2021","390.38","389.13","391.77","387.46","166.34M","1.14%"
"11/11/2021","385.97","383.84","386.03","382.57","212.91M","-0.07%"
"11/10/2021","386.24","388.37","390.36","385.57","117.56M","-1.06%"
"11/09/2021","390.36","389.17","393.13","388.25","127.59M","0.20%"
"11/08/2021","389.59","390.10","390.71","385.50","126.07M","-0.07%"
"11/05/2021","389.86","394.65","394.81","387.66","139.11M","-0.43%"
"11/04/2021","391.54","393.16","395.15","390.75","185.41M","0.53%"
"11/03/2021","389.48","395.73","395.85","388.52","137.22M","-1.35%"
"11/02/2021","394.82","392.18","398.10","392.18","126.75M","1.29%"
"11/01/2021","389.81","390.34","391.65","389.14","121.44M","0.34%"
"10/29/2021","388.47","396.08","396.92","387.82","146.47M","-1.38%"
"10/28/2021","393.89","394.87","397.79","393.89","180.65M","-0.40%"
"10/27/2021","395.48","398.31","398.82","394.41","193.85M","-0.90%"
"10/26/2021","399.07","397.75","399.67","396.28","135.40M","1.03%"
"10/25/2021","395.01","392.45","395.99","390.02","152.06M","0.42%"
"10/22/2021","393.34","392.82","394.91","391.54","108.30M","0.04%"
"10/21/2021","393.18","393.56","395.51","392.38","136.38M","-0.14%"
"10/20/2021","393.74","397.48","398.09","393.60","129.25M","-0.42%"
"10/19/2021","395.41","394.26","395.92","393.27","113.85M","0.86%"
"10/18/2021","392.02","393.39","394.16","389.74","126.68M","-0.30%"
"10/15/2021","393.19","392.94","394.58","391.36","170.78M","0.92%"
"10/14/2021","389.59","387.39","389.63","386.48","170.13M","1.43%"
"10/13/2021","384.10","380.12","385.72","379.31","154.27M","0.90%"
"10/12/2021","380.69","386.27","386.60","379.08","158.57M","-1.74%"
"10/08/2021","387.42","390.42","390.70","386.54","150.22M","-0.19%"
"10/07/2021","388.14","385.87","388.78","384.59","173.71M","1.63%"
"10/06/2021","381.93","391.01","392.37","381.93","229.53M","-1.57%"
"10/05/2021","388.01","391.95","392.02","384.92","202.46M","-1.72%"
"10/01/2021","394.79","399.53","400.52","394.14","155.62M","-1.62%"
"09/30/2021","401.30","399.41","402.90","397.98","182.82M","0.30%"
"09/29/2021","400.09","400.44","402.28","396.78","180.58M","-1.50%"
"09/28/2021","406.20","410.74","411.10","405.79","175.59M","-1.16%"
"09/27/2021","410.97","409.28","412.72","408.97","153.14M","0.28%"
"09/24/2021","409.84","412.01","412.80","409.09","153.82M","-0.15%"
"09/23/2021","410.46","409.04","410.92","407.39","164.54M","-0.13%"
"09/17/2021","410.99","408.90","411.36","407.07","165.79M","0.43%"
"09/16/2021","409.22","414.22","414.68","408.79","166.06M","-0.88%"
"09/15/2021","412.85","412.05","414.61","410.75","193.19M","0.12%"
"09/14/2021","412.36","411.06","414.85","410.98","179.78M","0.65%"
"09/13/2021","409.70","407.33","410.87","406.43","152.91M","0.24%"
"09/10/2021","408.70","407.99","409.78","405.99","145.03M","0.35%"
"09/09/2021","407.28","411.98","413.64","406.68","189.64M","-1.75%"
"09/08/2021","414.54","416.35","417.62","413.34","182.49M","-0.78%"
"09/07/2021","417.80","419.85","419.88","416.28","134.46M","-0.61%"
"09/06/2021","420.37","418.99","420.74","417.85","151.55M","0.27%"
"09/03/2021","419.22","417.67","419.78","416.40","147.69M","0.80%"
"09/02/2021","415.89","419.19","420.20","414.99","146.86M","-0.96%"
"09/01/2021","419.92","419.17","421.31","417.16","151.58M","0.03%"
"08/31/2021","419.79","411.69","419.90","409.67","170.99M","2.01%"
"08/30/2021","411.50","414.15","414.85","410.04","145.64M","0.31%"
"08/27/2021","410.24","408.63","411.79","406.81","132.45M","-0.03%"
"08/26/2021","410.38","414.49","415.74","409.79","174.28M","-0.86%"
"08/25/2021","413.95","414.01","416.03","410.63","176.20M","0.36%"
"08/24/2021","412.48","408.47","412.94","408.26","165.65M","1.95%"
"08/23/2021","404.58","404.32","407.82","401.63","166.04M","0.95%"
"08/20/2021","400.78","406.64","408.35","399.18","197.11M","-1.03%"
"08/19/2021","404.96","410.84","412.93","404.91","192.94M","-2.03%"
"08/18/2021","413.36","410.92","415.38","408.46","184.48M","0.50%"
"08/17/2021","411.31","415.50","417.23","410.31","207.92M","-1.14%"
"08/13/2021","416.06","421.38","422.04","413.64","221.07M","-1.50%"
"08/12/2021","422.38","423.17","425.53","421.42","251.30M","-0.56%"
"08/11/2021","424.74","427.16","428.88","424.30","170.67M","-0.89%"
"08/10/2021","428.56","433.01","433.11","427.28","174.09M","-0.72%"
"08/09/2021","431.65","431.57","433.16","430.05","140.99M","-0.38%"
"08/06/2021","433.29","434.85","436.61","432.27","143.72M","-0.33%"
"08/05/2021","434.74","436.46","437.85","434.24","267.97M","-0.30%"
"08/04/2021","436.05","431.60","436.71","430.16","166.74M","1.41%"
"08/03/2021","429.98","426.65","429.98","426.42","151.06M","0.75%"
"08/02/2021","426.79","426.29","426.85","422.86","117.34M","0.68%"
"07/30/2021","423.91","428.12","428.21","423.91","143.58M","-1.30%"
"07/29/2021","429.49","430.58","431.19","428.18","112.36M","0.08%"
"07/28/2021","429.15","427.30","429.71","425.34","132.99M","0.22%"
"07/27/2021","428.22","430.14","431.15","427.89","142.52M","0.18%"
"07/26/2021","427.47","433.14","433.28","427.46","146.23M","-0.95%"
"07/23/2021","431.55","431.75","433.23","430.27","173.07M","0.04%"
"07/22/2021","431.38","428.75","431.93","428.65","182.08M","1.26%"
"07/21/2021","426.00","430.99","431.29","425.82","212.12M","-0.60%"
"07/20/2021","428.55","427.14","428.78","425.99","163.96M","-0.31%"
"07/19/2021","429.89","432.25","432.25","428.94","152.02M","-1.13%"
"07/16/2021","434.82","436.24","436.24","432.85","149.48M","-0.44%"
"07/15/2021","436.76","434.24","436.85","433.12","152.54M","0.74%"
"07/14/2021","433.57","434.47","434.57","431.75","147.02M","-0.26%"
"07/13/2021","434.71","432.39","435.21","432.36","148.61M","0.80%"
"07/12/2021","431.28","429.33","432.02","429.30","134.96M","0.80%"
"07/09/2021","427.84","431.64","431.65","424.26","238.82M","-1.11%"
"07/08/2021","432.63","437.20","438.56","432.60","216.93M","-0.99%"
"07/07/2021","436.97","439.29","439.29","435.78","178.32M","-0.58%"
"07/06/2021","439.50","437.96","440.68","437.96","194.16M","0.42%"
"07/05/2021","437.66","436.53","438.92","436.53","180.18M","0.38%"
"07/02/2021","436.00","436.31","438.07","435.54","197.30M","-0.08%"
"07/01/2021","436.34","439.01","439.26","435.80","172.56M","-0.57%"
"06/30/2021","438.84","437.76","440.40","437.70","167.36M","0.30%"
"06/29/2021","437.54","440.48","440.60","436.17","231.75M","-0.55%"
"06/28/2021","439.98","440.78","441.54","438.55","237.76M","-0.10%"
"06/25/2021","440.40","438.76","442.31","438.75","367.17M","0.46%"
"06/24/2021","438.38","437.54","439.37","436.96","299.67M","0.38%"
"06/23/2021","436.73","434.65","437.37","434.62","372.08M","0.53%"
"06/22/2021","434.42","432.10","435.05","432.10","483.82M","0.69%"
"06/21/2021","431.46","434.57","434.57","429.52","242.43M","-0.82%"
"06/18/2021","435.02","434.82","436.69","434.39","230.15M","0.07%"
"06/17/2021","434.73","436.61","436.63","432.78","200.55M","-0.51%"
"06/16/2021","436.96","434.19","437.47","433.88","306.89M","0.65%"
"06/15/2021","434.13","433.41","434.99","432.48","336.10M","0.21%"
"06/14/2021","433.22","432.70","433.59","431.28","236.26M","0.10%"
"06/11/2021","432.78","429.61","433.42","429.61","328.90M","0.80%"
"06/10/2021","429.35","428.23","430.87","427.50","267.08M","0.28%"
"06/09/2021","428.16","432.35","432.53","428.16","248.52M","-1.09%"
"06/08/2021","432.88","433.21","435.02","431.71","323.68M","-0.09%"
"06/07/2021","433.26","432.82","435.77","430.76","337.93M","0.24%"
"06/04/2021","432.22","433.70","433.70","429.33","290.32M","-0.38%"
"06/03/2021","433.87","430.20","435.60","430.20","219.81M","0.86%"
"06/02/2021","430.15","430.60","433.06","429.14","292.52M","-0.04%"
"06/01/2021","430.32","428.08","432.18","426.94","225.69M","0.56%"
"05/31/2021","427.91","426.31","428.18","424.29","230.91M","0.46%"
"05/28/2021","425.95","423.88","427.51","423.58","203.18M","0.70%"
"05/27/2021","423.00","423.92","424.38","419.78","311.20M","-0.13%"
"05/26/2021","423.54","424.46","426.05","422.55","199.31M","-0.19%"
"05/25/2021","424.35","421.91","424.83","421.20","176.02M","0.90%"
"05/24/2021","420.57","421.92","423.09","419.38","177.69M","-0.36%"
"05/21/2021","422.08","423.12","427.75","420.70","196.32M","0.09%"
"05/20/2021","421.68","423.38","423.38","419.07","181.88M","-0.33%"
"05/18/2021","423.09","418.28","423.93","418.28","174.86M","1.15%"
"05/17/2021","418.27","421.97","423.19","416.08","207.00M","-0.45%"
"05/14/2021","420.17","417.50","421.75","417.50","199.29M","0.99%"
"05/13/2021","416.07","419.60","421.07","414.28","379.12M","-1.37%"
"05/12/2021","421.86","428.74","428.96","419.11","295.19M","-1.61%"
"05/11/2021","428.77","434.14","434.14","427.21","301.80M","-1.57%"
"05/10/2021","435.63","429.04","436.73","429.04","255.44M","1.65%"
"05/07/2021","428.56","426.51","429.94","426.00","229.12M","0.45%"
"05/06/2021","426.64","423.62","426.64","421.25","313.80M","0.72%"
"05/04/2021","423.57","420.99","423.57","418.53","208.97M","0.76%"
"05/03/2021","420.36","422.54","426.30","419.30","234.40M","-0.47%"
"04/30/2021","422.36","426.61","426.83","421.73","255.79M","-0.92%"
"04/29/2021","426.28","428.07","430.14","424.83","231.94M","-0.28%"
"04/28/2021","427.48","432.20","432.82","426.88","261.38M","-1.08%"
"04/27/2021","432.14","432.46","433.43","430.36","216.23M","-0.05%"
"04/26/2021","432.36","428.89","432.36","428.68","244.08M","0.94%"
"04/23/2021","428.34","426.68","428.87","422.92","215.68M","0.23%"
"04/22/2021","427.37","427.06","430.44","427.06","202.88M","0.15%"
"04/21/2021","426.75","433.40","433.47","425.93","187.76M","-1.81%"
"04/20/2021","434.60","431.90","434.70","431.38","185.75M","0.61%"
"04/19/2021","431.96","432.74","434.28","431.16","172.93M","-0.11%"
"04/16/2021","432.43","432.43","434.57","430.98","188.08M","-0.05%"
"04/15/2021","432.66","430.41","434.40","430.39","189.53M","0.45%"
"04/14/2021","430.71","429.14","431.65","428.04","154.42M","0.38%"
"04/13/2021","429.08","424.40","429.84","423.89","162.00M","1.15%"
"04/12/2021","424.22","424.73","426.62","423.10","134.97M","-0.02%"
"04/09/2021","424.30","427.26","428.65","423.33","166.99M","-0.60%"
"04/08/2021","426.86","426.73","427.32","424.36","221.93M","0.04%"
"04/07/2021","426.70","426.22","428.38","424.96","176.73M","0.19%"
"04/06/2021","425.88","425.18","427.68","423.35","162.96M","0.24%"
"04/05/2021","424.85","425.15","426.31","422.16","157.71M","0.26%"
"04/02/2021","423.74","422.19","425.13","422.02","163.07M","1.03%"
"04/01/2021","419.42","416.99","419.78","416.51","184.61M","1.06%"
"03/31/2021","415.04","417.12","420.18","415.04","225.86M","-0.38%"
"03/30/2021","416.61","412.32","417.44","412.32","207.51M","1.11%"
"03/29/2021","412.05","413.90","414.72","410.45","312.52M","-0.20%"
"03/26/2021","412.89","409.16","413.04","409.13","305.21M","1.07%"
"03/25/2021","408.53","407.03","411.27","405.59","180.93M","0.35%"
"03/24/2021","407.10","407.32","408.76","404.03","193.07M","-0.39%"
"03/23/2021","408.71","412.89","416.15","408.40","234.50M","-0.95%"
"03/22/2021","412.64","412.92","414.48","410.27","270.01M","-0.07%"
"03/19/2021","412.91","416.70","416.71","410.59","189.02M","-1.00%"
"03/18/2021","417.06","414.97","420.86","414.97","164.06M","0.74%"
"03/17/2021","414.01","417.35","417.67","411.32","132.77M","-0.79%"
"03/16/2021","417.31","414.82","418.06","414.11","155.16M","0.76%"
"03/15/2021","414.18","416.58","417.69","413.61","161.31M","-0.47%"
"03/12/2021","416.13","413.67","417.76","413.67","184.66M","1.24%"
"03/11/2021","411.02","404.36","413.24","404.36","231.92M","1.87%"
"03/10/2021","403.48","406.37","411.22","402.37","172.53M","-0.57%"
"03/09/2021","405.79","407.33","408.83","399.37","313.26M","-0.62%"
"03/08/2021","408.34","412.86","416.37","407.60","216.89M","-0.89%"
"03/05/2021","412.00","413.32","413.78","405.93","293.66M","-0.52%"
"03/04/2021","414.17","419.34","419.34","411.28","214.04M","-1.45%"
"03/03/2021","420.27","414.45","420.27","412.40","198.31M","1.32%"
"03/02/2021","414.80","411.00","422.41","411.00","229.89M","1.19%"
"02/26/2021","409.91","421.19","421.19","406.59","297.50M","-2.98%"
"02/25/2021","422.52","412.05","422.56","412.05","200.31M","3.77%"
"02/24/2021","407.16","415.78","420.05","406.86","252.63M","-2.08%"
"02/23/2021","415.82","415.07","419.58","410.84","228.35M","-0.25%"
"02/22/2021","416.88","421.96","425.90","416.80","272.97M","-0.96%"
"02/19/2021","420.94","417.98","421.36","411.58","246.86M","0.84%"
"02/18/2021","417.44","423.92","425.38","417.44","181.37M","-1.59%"
"02/17/2021","424.20","429.20","429.24","421.77","230.41M","-1.17%"
"02/16/2021","429.24","427.80","432.25","426.73","176.07M","0.52%"
"02/15/2021","427.01","420.85","428.64","420.60","191.24M","1.75%"
"02/10/2021","419.65","418.40","421.48","414.77","184.76M","0.42%"
"02/09/2021","417.91","420.71","424.94","417.87","201.53M","-0.25%"
"02/08/2021","418.95","422.30","424.62","418.37","229.54M","-1.03%"
"02/05/2021","423.30","419.84","424.20","417.85","221.56M","1.19%"
"02/04/2021","418.31","425.92","426.23","415.58","263.57M","-1.62%"
"02/03/2021","425.21","422.69","427.51","419.75","248.28M","0.99%"
"02/02/2021","421.03","416.77","427.63","416.77","219.04M","1.34%"
"02/01/2021","415.45","404.71","415.53","400.59","235.01M","2.69%"
"01/29/2021","404.56","417.92","421.05","402.94","305.30M","-2.84%"
"01/28/2021","416.40","422.92","422.92","413.34","242.94M","-1.72%"
"01/27/2021","423.67","427.11","432.62","423.23","205.61M","-0.72%"
"01/26/2021","426.73","436.27","437.19","425.64","236.60M","-2.42%"
"01/25/2021","437.30","427.64","437.96","427.17","231.21M","2.38%"
"01/22/2021","427.13","430.73","433.84","427.13","269.26M","-0.73%"
"01/21/2021","430.27","425.29","431.05","424.64","302.48M","1.48%"
"01/20/2021","424.01","425.17","429.39","419.27","259.50M","0.63%"
"01/19/2021","421.35","410.21","423.82","409.67","259.93M","2.64%"
"01/18/2021","410.50","419.70","419.70","408.69","289.24M","-2.36%"
"01/15/2021","420.43","430.37","436.35","420.33","279.52M","-2.19%"
"01/14/2021","429.85","430.43","431.54","427.13","284.70M","-0.12%"
"01/13/2021","430.38","427.98","433.27","424.97","303.67M","0.59%"
"01/12/2021","427.87","430.80","432.04","416.29","362.36M","-0.76%"
"01/11/2021","431.13","431.69","449.04","424.16","545.78M","0.21%"
"01/08/2021","430.22","412.06","431.99","412.06","499.11M","4.72%"
"01/07/2021","410.81","404.00","414.65","403.99","460.33M","2.17%"
"01/06/2021","402.08","406.33","411.21","401.06","429.08M","-0.97%"
"01/05/2021","406.03","399.79","406.03","396.43","470.87M","1.54%"
"01/04/2021","399.88","389.50","400.78","388.88","361.89M","2.72%"
"12/30/2020","389.29","381.21","390.04","379.14","236.86M","2.10%"
"12/29/2020","381.27","380.34","382.31","377.04","234.72M","0.35%"
"12/28/2020","379.93","381.51","383.84","378.44","304.33M","0.20%"
"12/24/2020","379.18","371.67","380.29","371.67","314.37M","2.12%"
"12/23/2020","371.32","367.02","371.93","364.72","296.02M","1.33%"
"12/22/2020","366.43","371.08","371.91","366.43","291.11M","-1.54%"
"12/21/2020","372.18","371.51","372.44","368.05","252.57M","0.17%"
"12/18/2020","371.55","372.02","373.37","370.50","307.53M","-0.12%"
"12/17/2020","372.00","372.12","372.60","368.07","244.58M","-0.14%"
"12/16/2020","372.53","371.86","374.53","371.03","188.95M","0.44%"
"12/15/2020","370.88","371.75","372.64","367.70","243.33M","-0.18%"
"12/14/2020","371.56","372.14","374.72","370.50","284.47M","-0.18%"
"12/11/2020","372.24","370.45","374.30","370.39","331.02M","0.78%"
"12/10/2020","369.37","370.74","372.68","365.76","344.58M","-0.57%"
"12/09/2020","371.47","363.77","371.64","363.77","191.95M","2.21%"
"12/08/2020","363.45","369.73","370.11","363.41","192.37M","-1.73%"
"12/07/2020","369.86","368.59","371.51","365.32","221.80M","0.61%"
"12/04/2020","367.63","363.28","369.67","363.23","281.11M","1.65%"
"12/03/2020","361.66","360.36","361.66","358.45","206.86M","0.84%"
"12/02/2020","358.66","354.33","359.15","354.00","220.90M","1.78%"
"12/01/2020","352.40","349.37","353.26","349.07","260.00M","1.83%"
"11/30/2020","346.05","354.70","354.78","346.05","339.06M","-1.89%"
"11/27/2020","352.73","351.83","353.19","350.63","178.42M","0.17%"
"11/26/2020","352.12","348.66","352.12","346.77","182.18M","1.10%"
"11/25/2020","348.30","353.05","353.96","346.17","333.14M","-0.57%"
"11/24/2020","350.28","350.30","352.55","348.61","295.44M","0.52%"
"11/23/2020","348.46","341.51","348.94","340.60","380.84M","2.30%"
"11/20/2020","340.62","339.48","341.71","338.59","179.11M","0.14%"
"11/19/2020","340.16","338.56","340.42","337.51","215.10M","0.06%"
"11/18/2020","339.96","341.07","341.81","338.64","231.64M","0.03%"
"11/17/2020","339.85","340.84","342.57","339.06","403.20M","-0.23%"
"11/16/2020","340.63","335.20","341.15","335.20","465.75M","2.28%"
"11/13/2020","333.03","329.09","333.15","328.25","291.36M","1.00%"
"11/12/2020","329.72","330.57","331.58","328.46","342.30M","-0.42%"
"11/11/2020","331.12","327.04","331.46","327.01","323.23M","1.53%"
"11/10/2020","326.13","326.33","327.00","323.79","331.19M","0.09%"
"11/09/2020","325.83","325.25","328.02","324.51","276.82M","1.16%"
"11/06/2020","322.10","322.72","324.28","320.61","143.96M","0.18%"
"11/05/2020","321.51","315.74","321.51","315.27","186.09M","2.45%"
"11/04/2020","313.83","314.31","315.62","311.37","212.32M","0.56%"
"11/03/2020","312.07","308.14","312.35","308.01","129.00M","2.00%"
"11/02/2020","305.95","302.67","306.43","301.37","111.03M","1.44%"
"10/30/2020","301.60","308.91","309.08","301.58","178.91M","-2.69%"
"10/29/2020","309.94","308.99","310.56","306.63","139.04M","-1.03%"
"10/28/2020","313.17","310.66","313.30","309.44","120.21M","0.44%"
"10/27/2020","311.80","311.50","313.93","310.55","162.32M","-0.55%"
"10/26/2020","313.53","315.63","316.78","313.33","170.88M","-0.40%"
"10/23/2020","314.79","314.98","315.83","312.31","198.02M","0.33%"
"10/22/2020","313.77","313.62","314.29","311.55","140.73M","-0.63%"
"10/21/2020","315.76","315.34","316.61","314.16","136.81M","0.33%"
"10/20/2020","314.71","311.02","314.91","309.95","135.68M","0.68%"
"10/19/2020","312.59","313.43","314.94","312.19","138.22M","0.24%"
"10/16/2020","311.83","314.41","315.47","309.67","126.44M","-0.67%"
"10/15/2020","313.92","315.76","315.89","312.40","124.41M","-0.84%"
"10/14/2020","316.57","319.60","319.88","315.71","129.34M","-0.94%"
"10/13/2020","319.58","321.04","321.45","316.98","126.74M","0.13%"
"10/12/2020","319.15","318.99","320.01","317.67","140.94M","0.53%"
"10/08/2020","317.47","320.31","320.38","316.60","168.69M","0.04%"
"10/07/2020","317.35","312.34","317.44","311.82","124.43M","0.92%"
"10/06/2020","314.45","315.13","316.48","313.03","139.89M","0.30%"
"10/05/2020","313.51","309.65","314.66","309.09","157.99M","1.32%"
"09/29/2020","309.44","310.01","311.34","308.52","138.82M","0.78%"
"09/28/2020","307.03","306.49","308.34","304.64","173.18M","1.14%"
"09/25/2020","303.57","305.38","305.55","301.93","156.86M","0.36%"
"09/24/2020","302.48","304.85","306.98","301.95","181.25M","-2.31%"
"09/23/2020","309.64","311.50","311.76","303.29","208.05M","0.27%"
"09/22/2020","308.82","315.53","316.02","307.40","304.36M","-2.24%"
"09/21/2020","315.89","318.13","320.86","314.78","165.86M","-0.79%"
"09/18/2020","318.39","319.20","319.81","316.62","153.54M","0.12%"
"09/17/2020","318.00","321.30","322.23","316.92","178.30M","-1.34%"
"09/16/2020","322.31","323.14","324.19","321.52","146.88M","-0.32%"
"09/15/2020","323.36","321.82","323.57","320.54","152.45M","0.74%"
"09/14/2020","320.98","319.83","321.22","318.54","176.78M","1.43%"
"09/11/2020","316.45","315.64","316.77","313.20","165.16M","-0.03%"
"09/10/2020","316.53","317.92","318.38","315.46","234.27M","0.88%"
"09/09/2020","313.77","313.54","315.90","312.90","198.50M","-1.14%"
"09/08/2020","317.38","316.31","317.43","314.56","227.27M","1.18%"
"09/07/2020","313.67","312.08","314.44","310.93","264.67M","0.53%"
"09/04/2020","312.03","308.25","312.64","308.04","408.03M","-1.39%"
"09/03/2020","316.43","314.73","317.46","314.45","342.18M","1.58%"
"09/02/2020","311.50","311.69","312.92","308.52","337.04M","0.55%"
"09/01/2020","309.81","309.08","311.15","307.63","342.81M","0.87%"
"08/31/2020","307.14","315.46","316.11","307.12","312.18M","-1.63%"
"08/28/2020","312.24","313.86","315.95","311.06","256.41M","0.28%"
