날짜,monthth,종가
1995-04-26,111,20.15
1995-04-27,111,20.43
1995-04-28,111,20.38
1995-05-01,112,20.5
1995-05-02,112,20.09
1995-05-03,112,19.89
1995-05-04,112,20.29
1995-05-05,112,20.33
1995-05-08,112,20.29
1995-05-09,112,19.61
1995-05-10,112,19.75
1995-05-11,112,19.41
1995-05-12,112,19.52
1995-05-15,112,19.9
1995-05-16,112,20.08
1995-05-17,112,19.96
1995-05-18,112,20.0
1995-05-19,112,20.06
1995-05-22,112,19.81
1995-05-23,112,19.77
1995-05-24,112,19.41
1995-05-25,112,19.26
1995-05-26,112,18.69
1995-05-30,112,18.78
1995-05-31,112,18.89
1995-06-01,113,18.9
1995-06-02,113,19.14
1995-06-05,113,19.25
1995-06-06,113,19.06
1995-06-07,113,19.13
1995-06-08,113,18.91
1995-06-09,113,18.8
1995-06-12,113,18.86
1995-06-13,113,18.91
1995-06-14,113,19.05
1995-06-15,113,18.94
1995-06-16,113,18.84
1995-06-19,113,18.22
1995-06-20,113,18.01
1995-06-21,113,17.46
1995-06-22,113,17.5
1995-06-23,113,17.49
1995-06-26,113,17.64
1995-06-27,113,17.77
1995-06-28,113,17.97
1995-06-29,113,17.56
1995-06-30,113,17.4
1995-07-05,114,17.18
1995-07-06,114,17.37
1995-07-07,114,17.14
1995-07-10,114,17.34
1995-07-11,114,17.32
1995-07-12,114,17.49
1995-07-13,114,17.25
1995-07-14,114,17.32
1995-07-17,114,17.2
1995-07-18,114,17.35
1995-07-19,114,17.33
1995-07-20,114,17.01
1995-07-21,114,16.79
1995-07-24,114,16.88
1995-07-25,114,16.93
1995-07-26,114,17.5
1995-07-27,114,17.49
1995-07-28,114,17.43
1995-07-31,114,17.56
1995-08-01,115,17.7
1995-08-02,115,17.78
1995-08-03,115,17.72
1995-08-04,115,17.71
1995-08-07,115,17.65
1995-08-08,115,17.79
1995-08-09,115,17.78
1995-08-10,115,17.89
1995-08-11,115,17.86
1995-08-14,115,17.48
1995-08-15,115,17.47
1995-08-16,115,17.55
1995-08-17,115,17.66
1995-08-18,115,17.87
1995-08-21,115,18.25
1995-08-22,115,18.54
1995-08-23,115,18.0
1995-08-24,115,17.86
1995-08-25,115,17.86
1995-08-28,115,17.82
1995-08-29,115,17.82
1995-08-30,115,17.79
1995-08-31,115,17.84
1995-09-01,116,18.04
1995-09-05,116,18.58
1995-09-06,116,18.36
1995-09-07,116,18.27
1995-09-08,116,18.44
1995-09-11,116,18.47
1995-09-12,116,18.64
1995-09-13,116,18.54
1995-09-14,116,18.85
1995-09-15,116,18.92
1995-09-18,116,18.93
1995-09-19,116,18.95
1995-09-20,116,18.69
1995-09-21,116,17.56
1995-09-22,116,17.25
1995-09-25,116,17.47
1995-09-26,116,17.33
1995-09-27,116,17.57
1995-09-28,116,17.76
1995-09-29,116,17.54
1995-10-02,117,17.64
1995-10-03,117,17.56
1995-10-04,117,17.3
1995-10-05,117,16.87
1995-10-06,117,17.03
1995-10-09,117,17.31
1995-10-10,117,17.42
1995-10-11,117,17.29
1995-10-12,117,17.12
1995-10-13,117,17.41
1995-10-16,117,17.59
1995-10-17,117,17.68
1995-10-18,117,17.61
1995-10-19,117,17.32
1995-10-20,117,17.37
1995-10-23,117,17.21
1995-10-24,117,17.32
1995-10-25,117,17.32
1995-10-26,117,17.58
1995-10-27,117,17.54
1995-10-30,117,17.62
1995-10-31,117,17.64
1995-11-01,118,17.74
1995-11-02,118,17.98
1995-11-03,118,17.94
1995-11-06,118,17.71
1995-11-07,118,17.65
1995-11-08,118,17.82
1995-11-09,118,17.84
1995-11-10,118,17.83
1995-11-13,118,17.8
1995-11-14,118,17.82
1995-11-15,118,17.93
1995-11-16,118,18.19
1995-11-17,118,18.57
1995-11-20,118,18.06
1995-11-21,118,17.97
1995-11-22,118,17.96
1995-11-27,118,18.38
1995-11-28,118,18.33
1995-11-29,118,18.26
1995-11-30,118,18.18
1995-12-01,119,18.43
1995-12-04,119,18.63
1995-12-05,119,18.67
1995-12-06,119,18.77
1995-12-07,119,18.73
1995-12-08,119,18.97
1995-12-11,119,18.66
1995-12-12,119,18.73
1995-12-13,119,19.0
1995-12-14,119,19.11
1995-12-15,119,19.51
1995-12-18,119,19.67
1995-12-19,119,19.12
1995-12-20,119,18.97
1995-12-21,119,18.96
1995-12-22,119,19.14
1995-12-26,119,19.27
1995-12-27,119,19.5
1995-12-28,119,19.36
1995-12-29,119,19.55
1996-01-02,120,19.81
1996-01-03,120,19.89
1996-01-04,120,19.91
1996-01-05,120,20.26
1996-01-08,120,20.26
1996-01-09,120,19.95
1996-01-10,120,19.67
1996-01-11,120,18.79
1996-01-12,120,18.25
1996-01-15,120,18.38
1996-01-16,120,18.05
1996-01-17,120,18.52
1996-01-18,120,19.18
1996-01-19,120,18.94
1996-01-22,120,18.62
1996-01-23,120,18.06
1996-01-24,120,18.28
1996-01-25,120,17.67
1996-01-26,120,17.73
1996-01-29,120,17.45
1996-01-30,120,17.56
1996-01-31,120,17.74
1996-02-01,121,17.71
1996-02-02,121,17.8
1996-02-05,121,17.54
1996-02-06,121,17.69
1996-02-07,121,17.74
1996-02-08,121,17.76
1996-02-09,121,17.78
1996-02-12,121,17.97
1996-02-13,121,18.91
1996-02-14,121,18.96
1996-02-15,121,19.04
1996-02-16,121,19.16
1996-02-20,121,21.05
1996-02-21,121,19.71
1996-02-22,121,19.85
1996-02-23,121,19.06
1996-02-26,121,19.39
1996-02-27,121,19.7
1996-02-28,121,19.29
1996-02-29,121,19.54
1996-03-01,122,19.44
1996-03-04,122,19.2
1996-03-05,122,19.54
1996-03-06,122,20.19
1996-03-07,122,19.81
1996-03-08,122,19.61
1996-03-11,122,19.91
1996-03-12,122,20.46
1996-03-13,122,20.58
1996-03-14,122,21.16
1996-03-15,122,21.99
1996-03-18,122,23.27
1996-03-19,122,24.34
1996-03-20,122,23.06
1996-03-21,122,21.05
1996-03-22,122,21.95
1996-03-25,122,22.4
1996-03-26,122,22.19
1996-03-27,122,21.79
1996-03-28,122,21.41
1996-03-29,122,21.47
1996-04-01,123,22.26
1996-04-02,123,22.7
1996-04-03,123,22.27
1996-04-04,123,22.75
1996-04-08,123,23.03
1996-04-09,123,23.06
1996-04-10,123,24.21
1996-04-11,123,25.34
1996-04-12,123,24.29
1996-04-15,123,25.06
1996-04-16,123,24.47
1996-04-17,123,24.67
1996-04-18,123,23.82
1996-04-19,123,23.95
1996-04-22,123,24.07
1996-04-23,123,22.7
1996-04-24,123,22.4
1996-04-25,123,22.2
1996-04-26,123,22.32
1996-04-29,123,22.43
1996-04-30,123,21.2
1996-05-01,124,20.81
1996-05-02,124,20.86
1996-05-03,124,21.18
1996-05-06,124,21.04
1996-05-07,124,21.11
1996-05-08,124,21.0
1996-05-09,124,20.68
1996-05-10,124,21.01
1996-05-13,124,21.36
1996-05-14,124,21.42
1996-05-15,124,21.48
1996-05-16,124,20.78
1996-05-17,124,20.64
1996-05-20,124,22.48
1996-05-21,124,22.65
1996-05-22,124,21.4
1996-05-23,124,21.23
1996-05-24,124,21.32
1996-05-28,124,21.11
1996-05-29,124,20.76
1996-05-30,124,19.94
1996-05-31,124,19.76
1996-06-03,125,19.85
1996-06-04,125,20.44
1996-06-05,125,19.72
1996-06-06,125,20.05
1996-06-07,125,20.28
1996-06-10,125,20.25
1996-06-11,125,20.1
1996-06-12,125,20.09
1996-06-13,125,20.01
1996-06-14,125,20.34
1996-06-17,125,22.14
1996-06-18,125,21.46
1996-06-19,125,20.76
1996-06-20,125,20.65
1996-06-21,125,19.92
1996-06-24,125,19.98
1996-06-25,125,19.96
1996-06-26,125,20.65
1996-06-27,125,21.02
1996-06-28,125,20.92
1996-07-01,126,21.53
1996-07-02,126,21.13
1996-07-03,126,21.21
1996-07-08,126,21.27
1996-07-09,126,21.41
1996-07-10,126,21.55
1996-07-11,126,21.95
1996-07-12,126,21.9
1996-07-15,126,22.48
1996-07-16,126,22.38
1996-07-17,126,21.8
1996-07-18,126,21.68
1996-07-19,126,21.0
1996-07-22,126,21.4
1996-07-23,126,21.01
1996-07-24,126,20.68
1996-07-25,126,20.74
1996-07-26,126,20.11
1996-07-29,126,20.28
1996-07-30,126,20.33
1996-07-31,126,20.42
1996-08-01,127,21.04
1996-08-02,127,21.34
1996-08-05,127,21.23
1996-08-06,127,21.13
1996-08-07,127,21.42
1996-08-08,127,21.55
1996-08-09,127,21.57
1996-08-12,127,22.22
1996-08-13,127,22.37
1996-08-14,127,22.12
1996-08-15,127,21.9
1996-08-16,127,22.66
1996-08-19,127,23.26
1996-08-20,127,22.86
1996-08-21,127,21.72
1996-08-22,127,22.3
1996-08-23,127,21.96
1996-08-26,127,21.62
1996-08-27,127,21.56
1996-08-28,127,21.71
1996-08-29,127,22.15
1996-08-30,127,22.25
1996-09-03,128,23.4
1996-09-04,128,23.24
1996-09-05,128,23.44
1996-09-06,128,23.85
1996-09-09,128,23.73
1996-09-10,128,24.12
1996-09-11,128,24.75
1996-09-12,128,25.0
1996-09-13,128,24.51
1996-09-16,128,23.19
1996-09-17,128,23.31
1996-09-18,128,23.89
1996-09-19,128,23.54
1996-09-20,128,23.63
1996-09-23,128,23.37
1996-09-24,128,24.07
1996-09-25,128,24.46
1996-09-26,128,24.16
1996-09-27,128,24.6
1996-09-30,128,24.38
1996-10-01,129,24.14
1996-10-02,129,24.05
1996-10-03,129,24.81
1996-10-04,129,24.73
1996-10-07,129,25.24
1996-10-08,129,25.54
1996-10-09,129,25.07
1996-10-10,129,24.26
1996-10-11,129,24.66
1996-10-14,129,25.62
1996-10-15,129,25.42
1996-10-16,129,25.17
1996-10-17,129,25.42
1996-10-18,129,25.79
1996-10-21,129,25.92
1996-10-22,129,25.75
1996-10-23,129,24.86
1996-10-24,129,24.51
1996-10-25,129,24.86
1996-10-28,129,24.85
1996-10-29,129,24.34
1996-10-30,129,24.28
1996-10-31,129,23.35
1996-11-01,130,23.03
1996-11-04,130,22.79
1996-11-05,130,22.64
1996-11-06,130,22.69
1996-11-07,130,22.74
1996-11-08,130,23.59
1996-11-11,130,23.37
1996-11-12,130,23.35
1996-11-13,130,24.12
1996-11-14,130,24.41
1996-11-15,130,24.17
1996-11-18,130,23.88
1996-11-19,130,24.49
1996-11-20,130,23.76
1996-11-21,130,23.84
1996-11-22,130,23.75
1996-11-25,130,23.49
1996-11-26,130,23.62
1996-11-27,130,23.75
1996-12-02,131,24.8
1996-12-03,131,24.93
1996-12-04,131,24.8
1996-12-05,131,25.58
1996-12-06,131,25.62
1996-12-09,131,25.3
1996-12-10,131,24.42
1996-12-11,131,23.38
1996-12-12,131,23.72
1996-12-13,131,24.47
1996-12-16,131,25.74
1996-12-17,131,25.71
1996-12-18,131,26.16
1996-12-19,131,26.57
1996-12-20,131,25.08
1996-12-23,131,24.79
1996-12-24,131,25.1
1996-12-26,131,24.92
1996-12-27,131,25.22
1996-12-30,131,25.37
1996-12-31,131,25.92
1997-01-02,132,25.69
1997-01-03,132,25.59
1997-01-06,132,26.37
1997-01-07,132,26.23
1997-01-08,132,26.62
1997-01-09,132,26.37
1997-01-10,132,26.09
1997-01-13,132,25.19
1997-01-14,132,25.11
1997-01-15,132,25.95
1997-01-16,132,25.52
1997-01-17,132,25.41
1997-01-20,132,25.23
1997-01-21,132,24.8
1997-01-22,132,24.24
1997-01-23,132,24.18
1997-01-24,132,24.05
1997-01-27,132,23.94
1997-01-28,132,23.9
1997-01-29,132,24.47
1997-01-30,132,24.87
1997-01-31,132,24.15
1997-02-03,133,24.15
1997-02-04,133,24.02
1997-02-05,133,23.91
1997-02-06,133,23.1
1997-02-07,133,22.23
1997-02-10,133,22.46
1997-02-11,133,22.42
1997-02-12,133,21.86
1997-02-13,133,22.02
1997-02-14,133,22.41
1997-02-18,133,22.52
1997-02-19,133,22.79
1997-02-20,133,21.98
1997-02-21,133,21.39
1997-02-24,133,20.71
1997-02-25,133,21.0
1997-02-26,133,21.11
1997-02-27,133,20.89
1997-02-28,133,20.3
1997-03-03,134,20.25
1997-03-04,134,20.66
1997-03-05,134,20.49
1997-03-06,134,20.94
1997-03-07,134,21.28
1997-03-10,134,20.49
1997-03-11,134,20.11
1997-03-12,134,20.62
1997-03-13,134,20.7
1997-03-14,134,21.29
1997-03-17,134,20.92
1997-03-18,134,22.06
1997-03-19,134,22.04
1997-03-20,134,22.32
1997-03-21,134,21.51
1997-03-24,134,21.06
1997-03-25,134,20.99
1997-03-26,134,20.64
1997-03-27,134,20.7
1997-03-31,134,20.41
1997-04-01,135,20.28
1997-04-02,135,19.47
1997-04-03,135,19.47
1997-04-04,135,19.12
1997-04-07,135,19.23
1997-04-08,135,19.35
1997-04-09,135,19.27
1997-04-10,135,19.57
1997-04-11,135,19.53
1997-04-14,135,19.9
1997-04-15,135,19.83
1997-04-16,135,19.35
1997-04-17,135,19.42
1997-04-18,135,19.91
1997-04-21,135,20.38
1997-04-22,135,19.6
1997-04-23,135,19.73
1997-04-24,135,20.03
1997-04-25,135,19.99
1997-04-28,135,19.91
1997-04-29,135,20.44
1997-04-30,135,20.21
1997-05-01,136,19.91
1997-05-02,136,19.6
1997-05-05,136,19.63
1997-05-06,136,19.66
1997-05-07,136,19.62
1997-05-08,136,20.34
1997-05-09,136,20.43
1997-05-12,136,21.38
1997-05-13,136,21.37
1997-05-14,136,21.39
1997-05-15,136,21.3
1997-05-16,136,22.12
1997-05-19,136,21.59
1997-05-20,136,21.19
1997-05-21,136,21.86
1997-05-22,136,21.86
1997-05-23,136,21.63
1997-05-27,136,20.79
1997-05-28,136,20.79
1997-05-29,136,20.97
1997-05-30,136,20.88
1997-06-02,137,20.98
1997-06-03,137,20.33
1997-06-04,137,20.12
1997-06-05,137,19.66
1997-06-06,137,18.79
1997-06-09,137,18.68
1997-06-10,137,18.67
1997-06-11,137,18.53
1997-06-12,137,18.69
1997-06-13,137,18.83
1997-06-16,137,19.01
1997-06-17,137,19.23
1997-06-18,137,18.79
1997-06-19,137,18.67
1997-06-20,137,18.55
1997-06-23,137,19.14
1997-06-24,137,19.03
1997-06-25,137,19.52
1997-06-26,137,19.09
1997-06-27,137,19.46
1997-06-30,137,19.8
1997-07-01,138,20.12
1997-07-02,138,20.34
1997-07-03,138,19.56
1997-07-07,138,19.52
1997-07-08,138,19.73
1997-07-09,138,19.46
1997-07-10,138,19.22
1997-07-11,138,19.33
1997-07-14,138,18.99
1997-07-15,138,19.67
1997-07-16,138,19.65
1997-07-17,138,19.99
1997-07-18,138,19.27
1997-07-21,138,19.18
1997-07-22,138,19.08
1997-07-23,138,19.63
1997-07-24,138,19.77
1997-07-25,138,19.89
1997-07-28,138,19.81
1997-07-29,138,19.85
1997-07-30,138,20.3
1997-07-31,138,20.14
1997-08-01,139,20.28
1997-08-04,139,20.75
1997-08-05,139,20.81
1997-08-06,139,20.46
1997-08-07,139,20.09
1997-08-08,139,19.54
1997-08-11,139,19.69
1997-08-12,139,19.99
1997-08-13,139,20.19
1997-08-14,139,20.08
1997-08-15,139,20.07
1997-08-18,139,19.91
1997-08-19,139,20.12
1997-08-20,139,20.06
1997-08-21,139,19.66
1997-08-22,139,19.7
1997-08-25,139,19.26
1997-08-26,139,19.28
1997-08-27,139,19.73
1997-08-28,139,19.58
1997-08-29,139,19.61
1997-09-02,140,19.65
1997-09-03,140,19.61
1997-09-04,140,19.4
1997-09-05,140,19.63
1997-09-08,140,19.45
1997-09-09,140,19.42
1997-09-10,140,19.42
1997-09-11,140,19.37
1997-09-12,140,19.32
1997-09-15,140,19.27
1997-09-16,140,19.61
1997-09-17,140,19.42
1997-09-18,140,19.38
1997-09-19,140,19.35
1997-09-22,140,19.6
1997-09-23,140,19.79
1997-09-24,140,19.94
1997-09-25,140,20.39
1997-09-26,140,20.87
1997-09-29,140,21.26
1997-09-30,140,21.18
1997-10-01,141,21.05
1997-10-02,141,21.77
1997-10-03,141,22.76
1997-10-06,141,21.93
1997-10-07,141,21.96
1997-10-08,141,22.18
1997-10-09,141,22.12
1997-10-10,141,22.1
1997-10-13,141,21.32
1997-10-14,141,20.7
1997-10-15,141,20.57
1997-10-16,141,20.97
1997-10-17,141,20.59
1997-10-20,141,20.7
1997-10-21,141,20.67
1997-10-22,141,21.42
1997-10-23,141,21.09
1997-10-24,141,20.97
1997-10-27,141,21.07
1997-10-28,141,20.46
1997-10-29,141,20.71
1997-10-30,141,21.22
1997-10-31,141,21.08
1997-11-03,142,20.96
1997-11-04,142,20.7
1997-11-05,142,20.31
1997-11-06,142,20.39
1997-11-07,142,20.77
1997-11-10,142,20.4
1997-11-11,142,20.51
1997-11-12,142,20.49
1997-11-13,142,20.7
1997-11-14,142,21.0
1997-11-17,142,20.26
1997-11-18,142,20.04
1997-11-19,142,19.8
1997-11-20,142,19.16
1997-11-21,142,19.76
1997-11-24,142,19.83
1997-11-25,142,19.73
1997-11-26,142,19.15
1997-12-01,143,18.66
1997-12-02,143,18.76
1997-12-03,143,18.8
1997-12-04,143,18.6
1997-12-05,143,18.71
1997-12-08,143,18.84
1997-12-09,143,18.67
1997-12-10,143,18.14
1997-12-11,143,18.15
1997-12-12,143,18.21
1997-12-15,143,18.17
1997-12-16,143,18.17
1997-12-17,143,18.19
1997-12-18,143,18.52
1997-12-19,143,18.39
1997-12-22,143,18.32
1997-12-23,143,18.33
1997-12-24,143,18.35
1997-12-26,143,18.2
1997-12-29,143,17.62
1997-12-30,143,17.6
1997-12-31,143,17.64
1998-01-02,144,17.43
1998-01-05,144,16.89
1998-01-06,144,16.91
1998-01-07,144,16.82
1998-01-08,144,16.97
1998-01-09,144,16.63
1998-01-12,144,16.47
1998-01-13,144,16.43
1998-01-14,144,16.45
1998-01-15,144,16.34
1998-01-16,144,16.51
1998-01-20,144,16.42
1998-01-21,144,16.36
1998-01-22,144,16.04
1998-01-23,144,15.74
1998-01-26,144,16.82
1998-01-27,144,16.98
1998-01-28,144,17.31
1998-01-29,144,17.82
1998-01-30,144,17.21
1998-02-02,145,17.05
1998-02-03,145,16.5
1998-02-04,145,16.37
1998-02-05,145,16.58
1998-02-06,145,16.7
1998-02-09,145,16.63
1998-02-10,145,16.43
1998-02-11,145,16.15
1998-02-12,145,15.96
1998-02-13,145,16.02
1998-02-17,145,15.66
1998-02-18,145,16.25
1998-02-19,145,16.16
1998-02-20,145,16.15
1998-02-23,145,15.37
1998-02-24,145,15.31
1998-02-25,145,15.45
1998-02-26,145,15.35
1998-02-27,145,15.44
1998-03-02,146,15.34
1998-03-03,146,15.27
1998-03-04,146,15.32
1998-03-05,146,15.33
1998-03-06,146,14.91
1998-03-09,146,14.33
1998-03-10,146,14.26
1998-03-11,146,14.18
1998-03-12,146,14.2
1998-03-13,146,14.06
1998-03-16,146,13.28
1998-03-17,146,13.21
1998-03-18,146,14.34
1998-03-19,146,14.31
1998-03-20,146,14.32
1998-03-23,146,16.51
1998-03-24,146,15.92
1998-03-25,146,16.48
1998-03-26,146,16.83
1998-03-27,146,16.76
1998-03-30,146,16.21
1998-03-31,146,15.61
1998-04-01,147,15.54
1998-04-02,147,15.74
1998-04-03,147,15.99
1998-04-06,147,15.45
1998-04-07,147,15.22
1998-04-08,147,15.55
1998-04-09,147,15.56
1998-04-13,147,15.32
1998-04-14,147,15.12
1998-04-15,147,15.46
1998-04-16,147,15.9
1998-04-17,147,15.46
1998-04-20,147,15.41
1998-04-21,147,15.45
1998-04-22,147,15.54
1998-04-23,147,15.19
1998-04-24,147,15.09
1998-04-27,147,15.32
1998-04-28,147,15.74
1998-04-29,147,15.32
1998-04-30,147,15.39
1998-05-01,148,16.13
1998-05-04,148,15.95
1998-05-05,148,15.47
1998-05-06,148,15.37
1998-05-07,148,15.24
1998-05-08,148,15.13
1998-05-11,148,15.17
1998-05-12,148,15.24
1998-05-13,148,14.95
1998-05-14,148,15.08
1998-05-15,148,14.47
1998-05-18,148,14.07
1998-05-19,148,12.96
1998-05-20,148,14.18
1998-05-21,148,14.63
1998-05-22,148,14.78
1998-05-26,148,14.82
1998-05-27,148,14.99
1998-05-28,148,14.85
1998-05-29,148,15.2
1998-06-01,149,14.96
1998-06-02,149,14.84
1998-06-03,149,14.81
1998-06-04,149,15.12
1998-06-05,149,15.07
1998-06-08,149,14.55
1998-06-09,149,13.85
1998-06-10,149,13.48
1998-06-11,149,12.75
1998-06-12,149,12.59
1998-06-15,149,11.56
1998-06-16,149,11.98
1998-06-17,149,12.6
1998-06-18,149,11.77
1998-06-19,149,11.84
1998-06-22,149,13.43
1998-06-23,149,14.52
1998-06-24,149,14.6
1998-06-25,149,14.03
1998-06-26,149,14.13
1998-06-29,149,14.07
1998-06-30,149,14.18
1998-07-01,150,14.37
1998-07-02,150,14.5
1998-07-06,150,13.92
1998-07-07,150,13.62
1998-07-08,150,13.85
1998-07-09,150,13.88
1998-07-10,150,13.87
1998-07-13,150,13.91
1998-07-14,150,14.55
1998-07-15,150,14.87
1998-07-16,150,14.52
1998-07-17,150,13.98
1998-07-20,150,13.34
1998-07-21,150,13.79
1998-07-22,150,14.16
1998-07-23,150,13.88
1998-07-24,150,13.87
1998-07-27,150,14.22
1998-07-28,150,14.27
1998-07-29,150,14.09
1998-07-30,150,14.21
1998-07-31,150,14.21
1998-08-03,151,13.7
1998-08-04,151,13.75
1998-08-05,151,13.68
1998-08-06,151,13.76
1998-08-07,151,13.8
1998-08-10,151,13.05
1998-08-11,151,12.76
1998-08-12,151,12.71
1998-08-13,151,13.21
1998-08-14,151,13.35
1998-08-17,151,13.2
1998-08-18,151,12.92
1998-08-19,151,13.16
1998-08-20,151,13.54
1998-08-21,151,13.37
1998-08-24,151,13.64
1998-08-25,151,13.77
1998-08-26,151,13.58
1998-08-27,151,13.23
1998-08-28,151,13.5
1998-08-31,151,13.34
1998-09-01,152,13.73
1998-09-02,152,13.67
1998-09-03,152,14.67
1998-09-04,152,14.59
1998-09-08,152,14.29
1998-09-09,152,14.12
1998-09-10,152,14.67
1998-09-11,152,14.34
1998-09-14,152,14.42
1998-09-15,152,14.57
1998-09-16,152,14.53
1998-09-17,152,14.86
1998-09-18,152,15.49
1998-09-21,152,15.49
1998-09-22,152,15.67
1998-09-23,152,15.81
1998-09-24,152,15.98
1998-09-25,152,15.75
1998-09-28,152,15.64
1998-09-29,152,15.98
1998-09-30,152,16.14
1998-10-01,153,15.43
1998-10-02,153,15.64
1998-10-05,153,15.39
1998-10-06,153,15.5
1998-10-07,153,15.06
1998-10-08,153,14.42
1998-10-09,153,14.58
1998-10-12,153,14.44
1998-10-13,153,14.23
1998-10-14,153,14.05
1998-10-15,153,14.05
1998-10-16,153,14.15
1998-10-19,153,13.35
1998-10-20,153,13.43
1998-10-21,153,14.08
1998-10-22,153,13.97
1998-10-23,153,14.05
1998-10-26,153,14.23
1998-10-27,153,14.13
1998-10-28,153,14.29
1998-10-29,153,14.24
1998-10-30,153,14.42
1998-11-02,154,14.36
1998-11-03,154,14.2
1998-11-04,154,14.14
1998-11-05,154,13.97
1998-11-06,154,13.87
1998-11-09,154,13.38
1998-11-10,154,13.52
1998-11-11,154,13.55
1998-11-12,154,13.84
1998-11-13,154,13.57
1998-11-16,154,12.82
1998-11-17,154,12.45
1998-11-18,154,12.14
1998-11-19,154,12.15
1998-11-20,154,12.14
1998-11-23,154,12.45
1998-11-24,154,12.12
1998-11-25,154,11.86
1998-11-30,154,11.22
1998-12-01,155,11.13
1998-12-02,155,11.24
1998-12-03,155,11.19
1998-12-04,155,11.17
1998-12-07,155,11.47
1998-12-08,155,11.3
1998-12-09,155,11.16
1998-12-10,155,10.72
1998-12-11,155,10.79
1998-12-14,155,11.29
1998-12-15,155,11.55
1998-12-16,155,12.38
1998-12-17,155,11.03
1998-12-18,155,10.95
1998-12-21,155,10.81
1998-12-22,155,11.12
1998-12-23,155,11.33
1998-12-24,155,11.23
1998-12-28,155,11.46
1998-12-29,155,11.72
1998-12-30,155,11.75
1998-12-31,155,12.05
1999-01-04,156,12.34
1999-01-05,156,11.99
1999-01-06,156,12.8
1999-01-07,156,13.09
1999-01-08,156,13.07
1999-01-11,156,13.44
1999-01-12,156,12.89
1999-01-13,156,12.31
1999-01-14,156,12.15
1999-01-15,156,12.11
1999-01-19,156,12.08
1999-01-20,156,11.81
1999-01-21,156,12.46
1999-01-22,156,12.69
1999-01-25,156,12.44
1999-01-26,156,12.06
1999-01-27,156,12.32
1999-01-28,156,12.45
1999-01-29,156,12.75
1999-02-01,157,12.37
1999-02-02,157,12.3
1999-02-03,157,12.38
1999-02-04,157,12.02
1999-02-05,157,11.8
1999-02-08,157,11.67
1999-02-09,157,11.68
1999-02-10,157,11.75
1999-02-11,157,11.85
1999-02-12,157,11.88
1999-02-16,157,11.37
1999-02-17,157,11.53
1999-02-18,157,12.04
1999-02-19,157,11.76
1999-02-22,157,11.96
1999-02-23,157,12.48
1999-02-24,157,12.61
1999-02-25,157,12.68
1999-02-26,157,12.27
1999-03-01,158,12.24
1999-03-02,158,12.51
1999-03-03,158,12.93
1999-03-04,158,13.35
1999-03-05,158,13.3
1999-03-08,158,13.63
1999-03-09,158,13.85
1999-03-10,158,14.69
1999-03-11,158,14.31
1999-03-12,158,14.49
1999-03-15,158,14.45
1999-03-16,158,14.46
1999-03-17,158,15.05
1999-03-18,158,15.0
1999-03-19,158,15.24
1999-03-22,158,15.5
1999-03-23,158,15.51
1999-03-24,158,15.34
1999-03-25,158,15.67
1999-03-26,158,16.17
1999-03-29,158,16.44
1999-03-30,158,16.8
1999-03-31,158,16.76
1999-04-01,159,16.64
1999-04-05,159,16.95
1999-04-06,159,16.81
1999-04-07,159,16.03
1999-04-08,159,15.83
1999-04-09,159,16.57
1999-04-12,159,16.4
1999-04-13,159,16.72
1999-04-14,159,16.47
1999-04-15,159,16.87
1999-04-16,159,17.33
1999-04-19,159,17.8
1999-04-20,159,17.78
1999-04-21,159,17.92
1999-04-22,159,18.18
1999-04-23,159,17.94
1999-04-26,159,17.66
1999-04-27,159,17.81
1999-04-28,159,18.45
1999-04-29,159,18.53
1999-04-30,159,18.66
1999-05-03,160,18.85
1999-05-04,160,18.92
1999-05-05,160,18.98
1999-05-06,160,18.32
1999-05-07,160,18.22
1999-05-10,160,18.5
1999-05-11,160,18.06
1999-05-12,160,17.57
1999-05-13,160,18.03
1999-05-14,160,18.04
1999-05-17,160,17.94
1999-05-18,160,17.11
1999-05-19,160,16.88
1999-05-20,160,17.03
1999-05-21,160,17.41
1999-05-24,160,17.06
1999-05-25,160,17.14
1999-05-26,160,17.35
1999-05-27,160,17.17
1999-05-28,160,16.84
1999-06-01,161,16.34
1999-06-02,161,16.65
1999-06-03,161,16.74
1999-06-04,161,17.32
1999-06-07,161,17.86
1999-06-08,161,17.66
1999-06-09,161,17.99
1999-06-10,161,17.85
1999-06-11,161,18.43
1999-06-14,161,18.33
1999-06-15,161,18.55
1999-06-16,161,17.94
1999-06-17,161,18.19
1999-06-18,161,17.99
1999-06-21,161,17.7
1999-06-22,161,17.61
1999-06-23,161,18.45
1999-06-24,161,18.29
1999-06-25,161,18.39
1999-06-28,161,18.23
1999-06-29,161,18.44
1999-06-30,161,19.29
1999-07-01,162,19.39
1999-07-02,162,19.69
1999-07-06,162,19.78
1999-07-07,162,19.77
1999-07-08,162,19.71
1999-07-09,162,19.94
1999-07-12,162,19.91
1999-07-13,162,20.15
1999-07-14,162,19.92
1999-07-15,162,20.16
1999-07-16,162,20.62
1999-07-19,162,20.44
1999-07-20,162,19.37
1999-07-21,162,19.65
1999-07-22,162,19.94
1999-07-23,162,20.63
1999-07-26,162,20.52
1999-07-27,162,20.38
1999-07-28,162,20.54
1999-07-29,162,20.97
1999-07-30,162,20.53
1999-08-02,163,20.45
1999-08-03,163,20.3
1999-08-04,163,20.44
1999-08-05,163,20.56
1999-08-06,163,20.88
