날짜,monthth,종가
2005-04-21,231,54.2
2005-04-22,231,55.39
2005-04-25,231,54.57
2005-04-26,231,54.2
2005-04-27,231,51.61
2005-04-28,231,51.77
2005-04-29,231,49.72
2005-05-02,232,50.92
2005-05-03,232,49.5
2005-05-04,232,50.13
2005-05-05,232,50.83
2005-05-06,232,50.96
2005-05-09,232,52.03
2005-05-10,232,52.07
2005-05-11,232,50.45
2005-05-12,232,48.54
2005-05-13,232,48.67
2005-05-16,232,48.61
2005-05-17,232,48.97
2005-05-18,232,47.25
2005-05-19,232,46.92
2005-05-20,232,46.8
2005-05-23,232,49.16
2005-05-24,232,49.67
2005-05-25,232,50.98
2005-05-26,232,51.01
2005-05-27,232,51.85
2005-05-31,232,51.97
2005-06-01,233,54.6
2005-06-02,233,53.63
2005-06-03,233,55.03
2005-06-06,233,54.49
2005-06-07,233,53.76
2005-06-08,233,52.54
2005-06-09,233,54.28
2005-06-10,233,53.54
2005-06-13,233,55.62
2005-06-14,233,55.0
2005-06-15,233,55.57
2005-06-16,233,56.58
2005-06-17,233,58.47
2005-06-20,233,59.37
2005-06-21,233,58.9
2005-06-22,233,58.09
2005-06-23,233,59.42
2005-06-24,233,59.84
2005-06-27,233,60.54
2005-06-28,233,58.2
2005-06-29,233,57.26
2005-06-30,233,56.5
2005-07-01,234,58.75
2005-07-05,234,59.59
2005-07-06,234,61.28
2005-07-07,234,60.73
2005-07-08,234,59.63
2005-07-11,234,58.92
2005-07-12,234,60.62
2005-07-13,234,60.01
2005-07-14,234,57.8
2005-07-15,234,58.09
2005-07-18,234,57.32
2005-07-19,234,57.46
2005-07-20,234,56.72
2005-07-21,234,57.13
2005-07-22,234,58.65
2005-07-25,234,59.0
2005-07-26,234,59.2
2005-07-27,234,59.11
2005-07-28,234,59.94
2005-07-29,234,60.57
2005-08-01,235,61.57
2005-08-02,235,61.89
2005-08-03,235,60.86
2005-08-04,235,61.38
2005-08-05,235,62.31
2005-08-08,235,63.94
2005-08-09,235,63.07
2005-08-10,235,64.9
2005-08-11,235,65.8
2005-08-12,235,66.86
2005-08-15,235,66.27
2005-08-16,235,66.08
2005-08-17,235,63.25
2005-08-18,235,63.27
2005-08-19,235,65.35
2005-08-22,235,65.45
2005-08-23,235,65.71
2005-08-24,235,67.32
2005-08-25,235,67.49
2005-08-26,235,66.13
2005-08-29,235,67.2
2005-08-30,235,69.81
2005-08-31,235,68.94
2005-09-01,236,69.47
2005-09-02,236,67.57
2005-09-06,236,65.96
2005-09-07,236,64.37
2005-09-08,236,64.49
2005-09-09,236,64.08
2005-09-12,236,63.34
2005-09-13,236,63.11
2005-09-14,236,65.09
2005-09-15,236,64.75
2005-09-16,236,63.0
2005-09-19,236,67.39
2005-09-20,236,66.23
2005-09-21,236,66.8
2005-09-22,236,66.5
2005-09-23,236,64.19
2005-09-26,236,65.82
2005-09-27,236,65.07
2005-09-28,236,66.35
2005-09-29,236,66.79
2005-09-30,236,66.24
2005-10-03,237,65.47
2005-10-04,237,63.9
2005-10-05,237,62.79
2005-10-06,237,61.36
2005-10-07,237,61.84
2005-10-10,237,61.8
2005-10-11,237,63.53
2005-10-12,237,64.12
2005-10-13,237,63.08
2005-10-14,237,62.63
2005-10-17,237,64.36
2005-10-18,237,63.2
2005-10-19,237,62.41
2005-10-20,237,61.03
2005-10-21,237,60.63
2005-10-24,237,60.32
2005-10-25,237,62.44
2005-10-26,237,60.66
2005-10-27,237,61.09
2005-10-28,237,61.22
2005-10-31,237,59.76
2005-11-01,238,59.85
2005-11-02,238,59.75
2005-11-03,238,61.78
2005-11-04,238,60.58
2005-11-07,238,59.47
2005-11-08,238,59.71
2005-11-09,238,58.93
2005-11-10,238,57.8
2005-11-11,238,57.53
2005-11-14,238,57.69
2005-11-15,238,56.98
2005-11-16,238,57.88
2005-11-17,238,56.34
2005-11-18,238,56.14
2005-11-21,238,57.7
2005-11-22,238,58.84
2005-11-23,238,58.71
2005-11-28,238,57.36
2005-11-29,238,56.5
2005-11-30,238,57.32
2005-12-01,239,58.47
2005-12-02,239,59.32
2005-12-05,239,59.91
2005-12-06,239,59.94
2005-12-07,239,59.21
2005-12-08,239,60.66
2005-12-09,239,59.39
2005-12-12,239,61.3
2005-12-13,239,61.37
2005-12-14,239,60.85
2005-12-15,239,59.99
2005-12-16,239,58.06
2005-12-19,239,57.34
2005-12-20,239,57.98
2005-12-21,239,58.56
2005-12-22,239,58.28
2005-12-23,239,58.43
2005-12-27,239,58.16
2005-12-28,239,59.82
2005-12-29,239,60.32
2005-12-30,239,61.04
2006-01-03,240,63.14
2006-01-04,240,63.42
2006-01-05,240,62.79
2006-01-06,240,64.21
2006-01-09,240,63.5
2006-01-10,240,63.37
2006-01-11,240,63.94
2006-01-12,240,63.94
2006-01-13,240,63.92
2006-01-17,240,66.31
2006-01-18,240,65.73
2006-01-19,240,66.83
2006-01-20,240,68.35
2006-01-23,240,68.1
2006-01-24,240,67.06
2006-01-25,240,65.85
2006-01-26,240,66.26
2006-01-27,240,67.76
2006-01-30,240,68.35
2006-01-31,240,67.92
2006-02-01,241,66.56
2006-02-02,241,64.68
2006-02-03,241,65.37
2006-02-06,241,65.11
2006-02-07,241,63.09
2006-02-08,241,62.55
2006-02-09,241,62.62
2006-02-10,241,61.84
2006-02-13,241,61.24
2006-02-14,241,59.57
2006-02-15,241,57.65
2006-02-16,241,58.46
2006-02-17,241,59.88
2006-02-21,241,61.1
2006-02-22,241,61.01
2006-02-23,241,60.54
2006-02-24,241,62.91
2006-02-27,241,61.0
2006-02-28,241,61.41
2006-03-01,242,61.97
2006-03-02,242,63.36
2006-03-03,242,63.67
2006-03-06,242,62.41
2006-03-07,242,61.58
2006-03-08,242,60.02
2006-03-09,242,60.47
2006-03-10,242,59.96
2006-03-13,242,61.77
2006-03-14,242,63.1
2006-03-15,242,62.17
2006-03-16,242,63.58
2006-03-17,242,62.77
2006-03-20,242,60.42
2006-03-21,242,60.57
2006-03-22,242,61.77
2006-03-23,242,63.91
2006-03-24,242,64.26
2006-03-27,242,64.16
2006-03-28,242,66.07
2006-03-29,242,66.45
2006-03-30,242,67.15
2006-03-31,242,66.63
2006-04-03,243,66.74
2006-04-04,243,66.23
2006-04-05,243,67.07
2006-04-06,243,67.94
2006-04-07,243,67.39
2006-04-10,243,68.74
2006-04-11,243,68.98
2006-04-12,243,68.62
2006-04-13,243,69.32
2006-04-17,243,70.4
2006-04-18,243,71.35
2006-04-19,243,72.17
2006-04-20,243,71.95
2006-04-21,243,75.17
2006-04-24,243,73.33
2006-04-25,243,72.88
2006-04-26,243,71.93
2006-04-27,243,70.97
2006-04-28,243,71.88
2006-05-01,244,73.7
2006-05-02,244,74.61
2006-05-03,244,72.28
2006-05-04,244,69.94
2006-05-05,244,70.19
2006-05-08,244,69.77
2006-05-09,244,70.69
2006-05-10,244,72.13
2006-05-11,244,73.32
2006-05-12,244,72.04
2006-05-15,244,69.41
2006-05-16,244,69.53
2006-05-17,244,68.69
2006-05-18,244,69.45
2006-05-19,244,68.53
2006-05-22,244,69.23
2006-05-23,244,71.76
2006-05-24,244,69.86
2006-05-25,244,71.32
2006-05-26,244,71.37
2006-05-30,244,72.03
2006-05-31,244,71.29
2006-06-01,245,70.34
2006-06-02,245,72.33
2006-06-05,245,72.6
2006-06-06,245,72.5
2006-06-07,245,70.82
2006-06-08,245,70.35
2006-06-09,245,71.63
2006-06-12,245,70.36
2006-06-13,245,68.56
2006-06-14,245,69.14
2006-06-15,245,69.5
2006-06-16,245,69.88
2006-06-19,245,68.98
2006-06-20,245,68.94
2006-06-21,245,70.33
2006-06-22,245,70.84
2006-06-23,245,70.87
2006-06-26,245,71.8
2006-06-27,245,71.92
2006-06-28,245,72.19
2006-06-29,245,73.52
2006-06-30,245,73.93
2006-07-03,246,73.93
2006-07-05,246,75.19
2006-07-06,246,75.14
2006-07-07,246,74.09
2006-07-10,246,73.61
2006-07-11,246,74.16
2006-07-12,246,74.95
2006-07-13,246,76.7
2006-07-14,246,77.03
2006-07-17,246,75.3
2006-07-18,246,73.54
2006-07-19,246,72.66
2006-07-20,246,73.08
2006-07-21,246,74.43
2006-07-24,246,75.05
2006-07-25,246,73.75
2006-07-26,246,73.94
2006-07-27,246,74.54
2006-07-28,246,73.24
2006-07-31,246,74.4
2006-08-01,247,74.91
2006-08-02,247,75.81
2006-08-03,247,75.46
2006-08-04,247,74.76
2006-08-07,247,76.98
2006-08-08,247,76.31
2006-08-09,247,76.35
2006-08-10,247,74.0
2006-08-11,247,74.35
2006-08-14,247,73.53
2006-08-15,247,73.05
2006-08-16,247,71.89
2006-08-17,247,70.06
2006-08-18,247,71.14
2006-08-21,247,72.45
2006-08-22,247,72.63
2006-08-23,247,71.76
2006-08-24,247,72.36
2006-08-25,247,72.51
2006-08-28,247,70.61
2006-08-29,247,69.71
2006-08-30,247,70.03
2006-08-31,247,70.26
2006-09-01,248,69.19
2006-09-05,248,68.6
2006-09-06,248,67.5
2006-09-07,248,67.32
2006-09-08,248,66.25
2006-09-11,248,65.61
2006-09-12,248,63.76
2006-09-13,248,63.97
2006-09-14,248,63.22
2006-09-15,248,63.33
2006-09-18,248,63.8
2006-09-19,248,61.66
2006-09-20,248,60.46
2006-09-21,248,61.59
2006-09-22,248,60.55
2006-09-25,248,61.45
2006-09-26,248,61.01
2006-09-27,248,62.96
2006-09-28,248,62.76
2006-09-29,248,62.91
2006-10-02,249,61.03
2006-10-03,249,58.68
2006-10-04,249,59.41
2006-10-05,249,60.03
2006-10-06,249,59.76
2006-10-09,249,59.96
2006-10-10,249,58.52
2006-10-11,249,57.59
2006-10-12,249,57.86
2006-10-13,249,58.57
2006-10-16,249,59.94
2006-10-17,249,58.93
2006-10-18,249,57.65
2006-10-19,249,58.5
2006-10-20,249,56.82
2006-10-23,249,58.81
2006-10-24,249,59.35
2006-10-25,249,61.4
2006-10-26,249,60.36
2006-10-27,249,60.75
2006-10-30,249,58.36
2006-10-31,249,58.73
2006-11-01,250,58.71
2006-11-02,250,57.88
2006-11-03,250,59.14
2006-11-06,250,60.02
2006-11-07,250,58.93
2006-11-08,250,59.83
2006-11-09,250,61.16
2006-11-10,250,59.59
2006-11-13,250,58.58
2006-11-14,250,58.28
2006-11-15,250,58.76
2006-11-16,250,56.26
2006-11-17,250,55.81
2006-11-20,250,58.8
2006-11-21,250,60.17
2006-11-22,250,59.24
2006-11-24,250,59.24
2006-11-27,250,60.32
2006-11-28,250,60.99
2006-11-29,250,62.46
2006-11-30,250,63.13
2006-12-01,251,63.43
2006-12-04,251,62.44
2006-12-05,251,62.43
2006-12-06,251,62.19
2006-12-07,251,62.49
2006-12-08,251,62.03
2006-12-11,251,61.22
2006-12-12,251,61.02
2006-12-13,251,61.37
2006-12-14,251,62.51
2006-12-15,251,63.43
2006-12-18,251,62.21
2006-12-19,251,63.15
2006-12-20,251,63.72
2006-12-21,251,62.66
2006-12-22,251,62.41
2006-12-26,251,61.1
2006-12-27,251,60.34
2006-12-28,251,60.53
2006-12-29,251,61.05
2007-01-02,252,61.05
2007-01-03,252,58.32
2007-01-04,252,55.59
2007-01-05,252,56.31
2007-01-08,252,56.09
2007-01-09,252,55.64
2007-01-10,252,54.02
2007-01-11,252,51.88
2007-01-12,252,52.99
2007-01-16,252,51.21
2007-01-17,252,52.24
2007-01-18,252,50.48
2007-01-19,252,51.99
2007-01-22,252,51.13
2007-01-23,252,55.04
2007-01-24,252,55.37
2007-01-25,252,54.23
2007-01-26,252,55.42
2007-01-29,252,54.01
2007-01-30,252,56.97
2007-01-31,252,58.14
2007-02-01,253,57.3
2007-02-02,253,59.02
2007-02-05,253,58.74
2007-02-06,253,58.88
2007-02-07,253,57.71
2007-02-08,253,59.71
2007-02-09,253,59.89
2007-02-12,253,57.81
2007-02-13,253,59.06
2007-02-14,253,58.0
2007-02-15,253,57.99
2007-02-16,253,59.39
2007-02-20,253,58.07
2007-02-21,253,60.07
2007-02-22,253,60.95
2007-02-23,253,61.14
2007-02-26,253,61.39
2007-02-27,253,61.46
2007-02-28,253,61.79
2007-03-01,254,62.0
2007-03-02,254,61.64
2007-03-05,254,60.07
2007-03-06,254,60.69
2007-03-07,254,61.82
2007-03-08,254,61.64
2007-03-09,254,60.05
2007-03-12,254,58.91
2007-03-13,254,57.93
2007-03-14,254,58.16
2007-03-15,254,57.55
2007-03-16,254,57.11
2007-03-19,254,56.59
2007-03-20,254,56.73
2007-03-21,254,59.61
2007-03-22,254,61.69
2007-03-23,254,62.28
2007-03-26,254,62.91
2007-03-27,254,62.93
2007-03-28,254,64.08
2007-03-29,254,66.03
2007-03-30,254,65.87
2007-04-02,255,65.94
2007-04-03,255,64.64
2007-04-04,255,64.38
2007-04-05,255,64.28
2007-04-09,255,61.51
2007-04-10,255,61.89
2007-04-11,255,62.01
2007-04-12,255,63.85
2007-04-13,255,63.63
2007-04-16,255,63.61
2007-04-17,255,63.1
2007-04-18,255,63.13
2007-04-19,255,61.83
2007-04-20,255,63.38
2007-04-23,255,65.89
2007-04-24,255,64.58
2007-04-25,255,65.84
2007-04-26,255,65.06
2007-04-27,255,66.46
2007-04-30,255,65.71
2007-05-01,256,64.4
2007-05-02,256,63.68
2007-05-03,256,63.19
2007-05-04,256,61.93
2007-05-07,256,61.47
2007-05-08,256,62.26
2007-05-09,256,61.55
2007-05-10,256,61.81
2007-05-11,256,62.37
2007-05-14,256,62.46
2007-05-15,256,63.17
2007-05-16,256,62.55
2007-05-17,256,64.86
2007-05-18,256,64.94
2007-05-21,256,66.27
2007-05-22,256,64.97
2007-05-23,256,65.77
2007-05-24,256,64.18
2007-05-25,256,65.2
2007-05-29,256,63.15
2007-05-30,256,63.49
2007-05-31,256,64.01
2007-06-01,257,65.08
2007-06-04,257,66.21
2007-06-05,257,65.61
2007-06-06,257,65.96
2007-06-07,257,66.93
2007-06-08,257,64.76
2007-06-11,257,65.97
2007-06-12,257,65.35
2007-06-13,257,66.26
2007-06-14,257,67.65
2007-06-15,257,68.0
2007-06-18,257,69.09
2007-06-19,257,69.1
2007-06-20,257,68.19
2007-06-21,257,68.65
2007-06-22,257,69.14
2007-06-25,257,69.18
2007-06-26,257,67.77
2007-06-27,257,68.97
2007-06-28,257,69.57
2007-06-29,257,70.68
2007-07-02,258,71.09
2007-07-03,258,71.41
2007-07-05,258,71.81
2007-07-06,258,72.81
2007-07-09,258,72.19
2007-07-10,258,72.81
2007-07-11,258,72.56
2007-07-12,258,72.5
2007-07-13,258,73.93
2007-07-16,258,74.15
2007-07-17,258,74.02
2007-07-18,258,75.05
2007-07-19,258,75.92
2007-07-20,258,75.57
2007-07-23,258,74.89
2007-07-24,258,73.56
2007-07-25,258,75.88
2007-07-26,258,74.95
2007-07-27,258,77.02
2007-07-30,258,76.83
2007-07-31,258,78.21
2007-08-01,259,76.53
2007-08-02,259,76.86
2007-08-03,259,75.48
2007-08-06,259,72.06
2007-08-07,259,72.42
2007-08-08,259,72.15
2007-08-09,259,71.59
2007-08-10,259,71.47
2007-08-13,259,71.62
2007-08-14,259,72.38
2007-08-15,259,73.33
2007-08-16,259,71.0
2007-08-17,259,71.98
2007-08-20,259,71.12
2007-08-21,259,69.47
2007-08-22,259,69.26
2007-08-23,259,69.83
2007-08-24,259,71.09
2007-08-27,259,71.97
2007-08-28,259,71.73
2007-08-29,259,73.51
2007-08-30,259,73.36
2007-08-31,259,74.04
2007-09-04,260,75.08
2007-09-05,260,75.73
2007-09-06,260,76.3
2007-09-07,260,76.7
2007-09-10,260,77.49
2007-09-11,260,78.23
2007-09-12,260,79.91
2007-09-13,260,80.09
2007-09-14,260,79.1
2007-09-17,260,80.57
2007-09-18,260,81.51
2007-09-19,260,81.93
2007-09-20,260,83.32
2007-09-21,260,81.62
2007-09-24,260,80.95
2007-09-25,260,79.53
2007-09-26,260,80.3
2007-09-27,260,82.88
2007-09-28,260,81.66
2007-10-01,261,80.24
2007-10-02,261,80.05
2007-10-03,261,79.94
2007-10-04,261,81.44
2007-10-05,261,81.22
2007-10-08,261,79.02
2007-10-09,261,80.26
2007-10-10,261,81.3
2007-10-11,261,83.08
2007-10-12,261,83.69
2007-10-15,261,86.13
2007-10-16,261,87.61
2007-10-17,261,87.4
2007-10-18,261,89.47
2007-10-19,261,88.6
2007-10-22,261,87.56
2007-10-23,261,85.27
2007-10-24,261,87.1
2007-10-25,261,90.46
2007-10-26,261,91.86
2007-10-29,261,93.53
2007-10-30,261,90.38
2007-10-31,261,94.53
2007-11-01,262,93.49
2007-11-02,262,95.93
2007-11-05,262,93.98
2007-11-06,262,96.7
2007-11-07,262,96.37
2007-11-08,262,95.46
2007-11-09,262,96.32
2007-11-12,262,94.62
2007-11-13,262,91.17
2007-11-14,262,94.09
2007-11-15,262,93.43
2007-11-16,262,95.1
2007-11-19,262,94.64
2007-11-20,262,98.03
2007-11-21,262,97.29
2007-11-23,262,98.18
2007-11-26,262,97.7
2007-11-27,262,94.42
2007-11-28,262,90.62
2007-11-29,262,91.01
2007-11-30,262,88.71
2007-12-03,263,89.31
2007-12-04,263,88.32
2007-12-05,263,87.49
2007-12-06,263,90.23
2007-12-07,263,88.28
2007-12-10,263,87.86
2007-12-11,263,90.02
2007-12-12,263,94.39
2007-12-13,263,92.25
2007-12-14,263,91.27
2007-12-17,263,90.63
2007-12-18,263,90.49
2007-12-19,263,91.24
2007-12-20,263,91.06
2007-12-21,263,93.31
2007-12-24,263,94.13
2007-12-26,263,95.97
2007-12-27,263,96.62
2007-12-28,263,96.0
2007-12-31,263,95.98
2008-01-02,264,99.62
2008-01-03,264,99.18
2008-01-04,264,97.91
2008-01-07,264,95.09
2008-01-08,264,96.33
2008-01-09,264,95.67
2008-01-10,264,93.71
2008-01-11,264,92.69
2008-01-14,264,94.2
2008-01-15,264,91.9
2008-01-16,264,90.84
2008-01-17,264,90.13
2008-01-18,264,90.57
2008-01-22,264,89.85
2008-01-23,264,86.99
2008-01-24,264,89.41
2008-01-25,264,90.71
2008-01-28,264,90.99
2008-01-29,264,91.64
2008-01-30,264,92.33
2008-01-31,264,91.75
2008-02-01,265,88.96
2008-02-04,265,90.02
2008-02-05,265,88.41
2008-02-06,265,87.14
2008-02-07,265,88.11
2008-02-08,265,91.77
2008-02-11,265,93.59
2008-02-12,265,92.78
2008-02-13,265,93.27
2008-02-14,265,95.46
2008-02-15,265,95.5
2008-02-19,265,100.01
2008-02-20,265,100.74
2008-02-21,265,98.23
2008-02-22,265,98.81
2008-02-25,265,99.23
2008-02-26,265,100.88
2008-02-27,265,99.64
2008-02-28,265,102.59
2008-02-29,265,101.84
2008-03-03,266,102.45
2008-03-04,266,99.52
2008-03-05,266,104.52
2008-03-06,266,105.47
2008-03-07,266,105.15
2008-03-10,266,107.9
2008-03-11,266,108.75
2008-03-12,266,109.92
2008-03-13,266,110.33
2008-03-14,266,110.21
2008-03-17,266,105.68
2008-03-18,266,109.42
2008-03-19,266,104.48
2008-03-20,266,101.84
2008-03-24,266,100.86
2008-03-25,266,101.22
2008-03-26,266,105.9
2008-03-27,266,107.58
2008-03-28,266,105.62
2008-03-31,266,101.58
2008-04-01,267,100.98
2008-04-02,267,104.83
2008-04-03,267,103.83
2008-04-04,267,106.23
2008-04-07,267,109.09
2008-04-08,267,108.5
2008-04-09,267,110.87
2008-04-10,267,110.11
2008-04-11,267,110.14
2008-04-14,267,111.76
2008-04-15,267,113.79
2008-04-16,267,114.93
2008-04-17,267,114.86
2008-04-18,267,116.69
2008-04-21,267,117.48
2008-04-22,267,119.37
2008-04-23,267,118.3
2008-04-24,267,116.06
2008-04-25,267,118.52
2008-04-28,267,118.75
2008-04-29,267,115.63
2008-04-30,267,113.46
2008-05-01,268,112.52
2008-05-02,268,116.32
2008-05-05,268,119.97
2008-05-06,268,121.84
2008-05-07,268,123.53
2008-05-08,268,123.69
2008-05-09,268,125.96
2008-05-12,268,124.23
2008-05-13,268,125.8
2008-05-14,268,124.22
2008-05-15,268,124.12
2008-05-16,268,126.29
2008-05-19,268,127.05
2008-05-20,268,129.07
2008-05-21,268,133.17
2008-05-22,268,130.81
2008-05-23,268,132.19
2008-05-27,268,128.85
2008-05-28,268,131.03
2008-05-29,268,126.62
2008-05-30,268,127.35
2008-06-02,269,127.76
2008-06-03,269,124.31
2008-06-04,269,122.3
2008-06-05,269,127.79
2008-06-06,269,138.54
2008-06-09,269,134.35
2008-06-10,269,131.31
2008-06-11,269,136.38
2008-06-12,269,136.74
2008-06-13,269,134.86
2008-06-16,269,134.61
2008-06-17,269,134.01
2008-06-18,269,136.68
2008-06-19,269,131.93
2008-06-20,269,134.62
2008-06-23,269,136.74
2008-06-24,269,137.0
2008-06-25,269,134.55
2008-06-26,269,139.64
2008-06-27,269,140.21
2008-06-30,269,140.0
2008-07-01,270,140.97
2008-07-02,270,143.57
2008-07-03,270,145.29
2008-07-07,270,141.37
2008-07-08,270,136.04
2008-07-09,270,136.05
2008-07-10,270,141.65
2008-07-11,270,145.08
2008-07-14,270,145.18
2008-07-15,270,138.74
2008-07-16,270,134.6
2008-07-17,270,129.29
2008-07-18,270,128.88
2008-07-21,270,131.04
2008-07-22,270,127.95
2008-07-23,270,124.44
2008-07-24,270,125.49
2008-07-25,270,123.26
2008-07-28,270,124.73
2008-07-29,270,122.19
2008-07-30,270,126.77
2008-07-31,270,124.08
2008-08-01,271,125.1
2008-08-04,271,121.41
2008-08-05,271,119.17
2008-08-06,271,118.58
2008-08-07,271,120.02
2008-08-08,271,115.2
2008-08-11,271,114.45
2008-08-12,271,113.01
2008-08-13,271,116.0
2008-08-14,271,115.01
2008-08-15,271,113.77
2008-08-18,271,112.87
2008-08-19,271,114.53
2008-08-20,271,114.98
2008-08-21,271,121.18
2008-08-22,271,114.59
2008-08-25,271,115.11
2008-08-26,271,116.27
2008-08-27,271,118.15
2008-08-28,271,115.59
2008-08-29,271,115.46
2008-09-02,272,109.71
2008-09-03,272,109.35
2008-09-04,272,107.89
2008-09-05,272,106.23
2008-09-08,272,106.34
2008-09-09,272,103.26
2008-09-10,272,102.58
2008-09-11,272,100.87
2008-09-12,272,101.18
2008-09-15,272,95.71
2008-09-16,272,91.15
2008-09-17,272,97.16
2008-09-18,272,97.88
2008-09-19,272,104.55
2008-09-22,272,120.92
2008-09-23,272,106.61
2008-09-24,272,105.73
2008-09-25,272,108.02
2008-09-26,272,106.89
2008-09-29,272,96.37
2008-09-30,272,100.64
2008-10-01,273,98.53
2008-10-02,273,93.97
2008-10-03,273,93.88
2008-10-06,273,87.81
2008-10-07,273,90.06
2008-10-08,273,88.95
2008-10-09,273,86.59
2008-10-10,273,77.7
2008-10-13,273,81.19
2008-10-14,273,78.63
2008-10-15,273,74.54
2008-10-16,273,69.85
2008-10-17,273,71.85
2008-10-20,273,74.25
2008-10-21,273,70.89
2008-10-22,273,66.75
2008-10-23,273,67.84
2008-10-24,273,64.15
2008-10-27,273,63.22
2008-10-28,273,62.73
2008-10-29,273,67.5
2008-10-30,273,65.96
2008-10-31,273,67.81
2008-11-03,274,63.91
2008-11-04,274,70.53
2008-11-05,274,65.3
2008-11-06,274,60.77
2008-11-07,274,61.04
2008-11-10,274,62.41
2008-11-11,274,59.33
2008-11-12,274,56.16
2008-11-13,274,58.24
2008-11-14,274,57.04
2008-11-17,274,54.95
2008-11-18,274,54.39
2008-11-19,274,53.62
2008-11-20,274,49.62
2008-11-21,274,49.93
2008-11-24,274,54.5
2008-11-25,274,50.77
2008-11-26,274,54.44
2008-11-28,274,54.43
2008-12-01,275,49.28
2008-12-02,275,46.96
2008-12-03,275,46.79
2008-12-04,275,43.67
2008-12-05,275,40.81
2008-12-08,275,43.71
2008-12-09,275,42.07
2008-12-10,275,43.52
2008-12-11,275,47.98
2008-12-12,275,46.28
2008-12-15,275,44.51
2008-12-16,275,43.6
2008-12-17,275,40.06
2008-12-18,275,36.22
2008-12-19,275,33.87
2008-12-22,275,39.91
2008-12-23,275,38.98
2008-12-24,275,35.35
2008-12-26,275,37.71
2008-12-29,275,40.02
2008-12-30,275,39.03
2008-12-31,275,44.6
2009-01-02,276,46.34
2009-01-05,276,48.81
2009-01-06,276,48.58
2009-01-07,276,42.63
2009-01-08,276,41.7
2009-01-09,276,40.83
2009-01-12,276,37.59
2009-01-13,276,37.78
2009-01-14,276,37.28
2009-01-15,276,35.4
2009-01-16,276,36.51
2009-01-20,276,38.74
2009-01-21,276,43.55
2009-01-22,276,43.67
2009-01-23,276,46.47
2009-01-26,276,45.73
2009-01-27,276,41.58
2009-01-28,276,42.16
2009-01-29,276,41.44
2009-01-30,276,41.68
2009-02-02,277,40.08
2009-02-03,277,40.78
2009-02-04,277,40.32
2009-02-05,277,41.17
2009-02-06,277,40.17
2009-02-09,277,39.56
2009-02-10,277,37.55
2009-02-11,277,35.94
2009-02-12,277,33.98
2009-02-13,277,37.51
2009-02-17,277,34.93
2009-02-18,277,34.62
2009-02-19,277,39.48
2009-02-20,277,38.94
2009-02-23,277,38.44
2009-02-24,277,39.96
2009-02-25,277,42.5
2009-02-26,277,45.22
2009-02-27,277,44.76
2009-03-02,278,40.15
2009-03-03,278,41.65
2009-03-04,278,45.38
2009-03-05,278,43.61
2009-03-06,278,45.52
2009-03-09,278,47.07
2009-03-10,278,45.71
2009-03-11,278,42.33
2009-03-12,278,47.03
2009-03-13,278,46.25
2009-03-16,278,47.35
2009-03-17,278,49.16
2009-03-18,278,48.14
2009-03-19,278,51.61
2009-03-20,278,51.06
2009-03-23,278,53.8
2009-03-24,278,53.98
2009-03-25,278,52.77
2009-03-26,278,54.34
2009-03-27,278,52.38
2009-03-30,278,48.41
2009-03-31,278,49.66
2009-04-01,279,48.39
2009-04-02,279,52.64
2009-04-03,279,52.51
2009-04-06,279,51.05
2009-04-07,279,49.15
2009-04-08,279,49.38
2009-04-09,279,52.24
2009-04-13,279,50.05
2009-04-14,279,49.41
2009-04-15,279,49.25
2009-04-16,279,49.98
2009-04-17,279,50.33
2009-04-20,279,45.88
2009-04-21,279,46.51
2009-04-22,279,48.85
2009-04-23,279,49.62
2009-04-24,279,51.55
2009-04-27,279,50.14
2009-04-28,279,49.92
2009-04-29,279,50.97
2009-04-30,279,51.12
2009-05-01,280,53.2
2009-05-04,280,54.47
2009-05-05,280,53.84
2009-05-06,280,56.34
2009-05-07,280,56.71
2009-05-08,280,58.63
2009-05-11,280,58.5
2009-05-12,280,58.85
2009-05-13,280,58.02
2009-05-14,280,58.62
2009-05-15,280,56.34
2009-05-18,280,59.03
2009-05-19,280,59.65
2009-05-20,280,62.04
2009-05-21,280,61.05
2009-05-22,280,61.67
2009-05-26,280,62.45
2009-05-27,280,63.45
2009-05-28,280,65.08
2009-05-29,280,66.31
2009-06-01,281,68.58
2009-06-02,281,68.55
2009-06-03,281,66.12
2009-06-04,281,68.81
2009-06-05,281,68.44
2009-06-08,281,68.09
2009-06-09,281,70.01
2009-06-10,281,71.33
2009-06-11,281,72.68
2009-06-12,281,72.04
2009-06-15,281,70.62
2009-06-16,281,70.47
2009-06-17,281,71.03
2009-06-18,281,71.37
2009-06-19,281,69.55
2009-06-22,281,66.93
2009-06-23,281,69.24
2009-06-24,281,68.67
2009-06-25,281,70.23
2009-06-26,281,69.16
2009-06-29,281,71.49
2009-06-30,281,69.89
2009-07-01,282,69.31
2009-07-02,282,66.73
2009-07-06,282,64.05
2009-07-07,282,62.93
2009-07-08,282,60.14
2009-07-09,282,60.41
2009-07-10,282,59.89
2009-07-13,282,59.69
2009-07-14,282,59.52
2009-07-15,282,61.54
2009-07-16,282,62.02
2009-07-17,282,63.56
2009-07-20,282,63.98
2009-07-21,282,64.72
2009-07-22,282,65.4
2009-07-23,282,67.16
2009-07-24,282,68.05
2009-07-27,282,68.38
2009-07-28,282,67.23
2009-07-29,282,63.35
